 .gitignore                                         |     1 -
 .../http/server/CheckUploadContentTypeFilter.java  |     8 +-
 .../apache/hadoop/fs/http/server/FSOperations.java |    48 +-
 .../fs/http/server/HttpFSAuthenticationFilter.java |    10 +-
 .../fs/http/server/HttpFSExceptionProvider.java    |     1 +
 .../fs/http/server/HttpFSParametersProvider.java   |    24 +-
 .../apache/hadoop/fs/http/server/HttpFSServer.java |    36 +-
 .../hadoop/fs/http/server/HttpFSServerWebApp.java  |     4 +-
 .../org/apache/hadoop/lib/lang/XException.java     |     4 +-
 .../org/apache/hadoop/lib/server/BaseService.java  |    16 +-
 .../java/org/apache/hadoop/lib/server/Server.java  |    45 +-
 .../service/hadoop/FileSystemAccessService.java    |     8 +-
 .../lib/servlet/FileSystemReleaseFilter.java       |     6 +-
 .../apache/hadoop/lib/servlet/HostnameFilter.java  |     6 +-
 .../org/apache/hadoop/lib/servlet/MDCFilter.java   |     6 +-
 .../apache/hadoop/lib/servlet/ServerWebApp.java    |    20 +-
 .../java/org/apache/hadoop/lib/util/Check.java     |     2 +-
 .../apache/hadoop/lib/util/ConfigurationUtils.java |     2 +-
 .../java/org/apache/hadoop/lib/wsrs/EnumParam.java |     2 +-
 .../org/apache/hadoop/lib/wsrs/EnumSetParam.java   |     3 +-
 .../apache/hadoop/lib/wsrs/JSONMapProvider.java    |     3 +-
 .../org/apache/hadoop/lib/wsrs/JSONProvider.java   |     3 +-
 .../org/apache/hadoop/lib/wsrs/Parameters.java     |     4 +-
 .../apache/hadoop/lib/wsrs/ParametersProvider.java |     3 +-
 .../src/site/apt/ServerSetup.apt.vm                |   159 +
 .../src/site/apt/UsingHttpTools.apt.vm             |    87 +
 .../hadoop-hdfs-httpfs/src/site/apt/index.apt.vm   |    83 +
 .../src/site/markdown/ServerSetup.md.vm            |   121 -
 .../src/site/markdown/UsingHttpTools.md            |    62 -
 .../hadoop-hdfs-httpfs/src/site/markdown/index.md  |    50 -
 .../hadoop/fs/http/client/BaseTestHttpFSWith.java  |    40 +-
 .../hadoop/fs/http/server/TestHttpFSServer.java    |     6 +-
 hadoop-hdfs-project/hadoop-hdfs-nfs/pom.xml        |    19 +-
 .../apache/hadoop/hdfs/nfs/conf/NfsConfigKeys.java |    26 -
 .../hadoop/hdfs/nfs/nfs3/AsyncDataService.java     |    16 +-
 .../java/org/apache/hadoop/hdfs/nfs/nfs3/Nfs3.java |     3 +-
 .../hadoop/hdfs/nfs/nfs3/Nfs3HttpServer.java       |   111 -
 .../apache/hadoop/hdfs/nfs/nfs3/Nfs3Metrics.java   |   219 -
 .../org/apache/hadoop/hdfs/nfs/nfs3/Nfs3Utils.java |    29 +-
 .../apache/hadoop/hdfs/nfs/nfs3/OpenFileCtx.java   |    93 +-
 .../hdfs/nfs/nfs3/PrivilegedNfsGatewayStarter.java |     2 +-
 .../hadoop/hdfs/nfs/nfs3/RpcProgramNfs3.java       |   269 +-
 .../org/apache/hadoop/hdfs/nfs/nfs3/WriteCtx.java  |     4 +-
 .../apache/hadoop/hdfs/nfs/nfs3/WriteManager.java  |    37 +-
 .../hadoop/hdfs/nfs/nfs3/TestDFSClientCache.java   |     5 +-
 .../hadoop/hdfs/nfs/nfs3/TestNfs3HttpServer.java   |    93 -
 .../hadoop/hdfs/nfs/nfs3/TestRpcProgramNfs3.java   |     2 +-
 .../src/test/resources/core-site.xml               |    14 -
 hadoop-hdfs-project/hadoop-hdfs/CHANGES.txt        |  1061 +-
 .../hadoop-hdfs/dev-support/checkstyle.xml         |     1 +
 .../dev-support/findbugsExcludeFile.xml            |    12 -
 .../dev-support/jdiff/Apache_Hadoop_HDFS_2.6.0.xml | 19520 --------
 hadoop-hdfs-project/hadoop-hdfs/pom.xml            |   188 +-
 hadoop-hdfs-project/hadoop-hdfs/src/CMakeLists.txt |    39 +-
 .../hadoop-hdfs/src/contrib/bkjournal/pom.xml      |    22 +-
 .../bkjournal/BookKeeperJournalManager.java        |    47 +-
 .../bkjournal/TestBookKeeperHACheckpoints.java     |     2 +-
 .../bkjournal/TestBookKeeperJournalManager.java    |   153 +-
 .../bkjournal/TestBookKeeperSpeculativeRead.java   |   167 -
 .../src/contrib/libwebhdfs/src/hdfs_http_client.c  |    11 +-
 .../src/contrib/libwebhdfs/src/hdfs_web.c          |     6 -
 hadoop-hdfs-project/hadoop-hdfs/src/main/bin/hdfs  |    39 +-
 .../hadoop-hdfs/src/main/bin/hdfs.cmd              |    27 +-
 .../src/main/java/org/apache/hadoop/fs/Hdfs.java   |     9 +-
 .../org/apache/hadoop/hdfs/BlockReaderFactory.java |    26 +-
 .../org/apache/hadoop/hdfs/BlockReaderLocal.java   |    84 +-
 .../apache/hadoop/hdfs/BlockReaderLocalLegacy.java |    32 +-
 .../hadoop/hdfs/BlockStorageLocationUtil.java      |    19 +-
 .../java/org/apache/hadoop/hdfs/ClientContext.java |    14 +-
 .../java/org/apache/hadoop/hdfs/DFSClient.java     |   676 +-
 .../java/org/apache/hadoop/hdfs/DFSConfigKeys.java |    70 +-
 .../hadoop/hdfs/DFSInotifyEventInputStream.java    |   205 +-
 .../org/apache/hadoop/hdfs/DFSInputStream.java     |   524 +-
 .../org/apache/hadoop/hdfs/DFSOutputStream.java    |   792 +-
 .../java/org/apache/hadoop/hdfs/DFSPacket.java     |   343 -
 .../main/java/org/apache/hadoop/hdfs/DFSUtil.java  |    15 +-
 .../apache/hadoop/hdfs/DistributedFileSystem.java  |   301 +-
 .../org/apache/hadoop/hdfs/HdfsConfiguration.java  |     2 +-
 .../org/apache/hadoop/hdfs/KeyProviderCache.java   |   109 -
 .../java/org/apache/hadoop/hdfs/LeaseRenewer.java  |    14 +-
 .../java/org/apache/hadoop/hdfs/PeerCache.java     |    21 +-
 .../org/apache/hadoop/hdfs/RemoteBlockReader.java  |    24 +-
 .../org/apache/hadoop/hdfs/RemoteBlockReader2.java |    47 +-
 .../java/org/apache/hadoop/hdfs}/StorageType.java  |    35 +-
 .../java/org/apache/hadoop/hdfs/XAttrHelper.java   |    19 +-
 .../hadoop/hdfs/client/BlockReportOptions.java     |    59 -
 .../org/apache/hadoop/hdfs/client/HdfsAdmin.java   |    35 +-
 .../hadoop/hdfs/client/HdfsDataInputStream.java    |     8 +-
 .../hadoop/hdfs/client/HdfsDataOutputStream.java   |     8 +-
 .../java/org/apache/hadoop/hdfs/inotify/Event.java |    99 +-
 .../org/apache/hadoop/hdfs/inotify/EventBatch.java |    41 -
 .../{EventBatchList.java => EventsList.java}       |    26 +-
 .../hadoop/hdfs/protocol/BlockListAsLongs.java     |   634 +-
 .../hadoop/hdfs/protocol/BlockStoragePolicy.java   |     2 +-
 .../hdfs/protocol/CacheDirectiveIterator.java      |    10 +-
 .../hadoop/hdfs/protocol/CachePoolIterator.java    |    14 +-
 .../hdfs/protocol/ClientDatanodeProtocol.java      |     7 -
 .../hadoop/hdfs/protocol/ClientProtocol.java       |    71 +-
 .../apache/hadoop/hdfs/protocol/DatanodeID.java    |    33 +-
 .../apache/hadoop/hdfs/protocol/DatanodeInfo.java  |    37 +-
 .../hdfs/protocol/DatanodeInfoWithStorage.java     |    67 -
 .../hdfs/protocol/EncryptionZoneIterator.java      |    15 +-
 .../apache/hadoop/hdfs/protocol/HdfsConstants.java |     3 +-
 .../hadoop/hdfs/protocol/LastBlockWithStatus.java  |    46 -
 .../apache/hadoop/hdfs/protocol/LocatedBlock.java  |    58 +-
 .../apache/hadoop/hdfs/protocol/LocatedBlocks.java |     9 +-
 .../QuotaByStorageTypeExceededException.java       |    56 -
 .../datatransfer/DataTransferProtoUtil.java        |    34 +-
 .../datatransfer/DataTransferProtocol.java         |    13 +-
 .../hdfs/protocol/datatransfer/PacketReceiver.java |     2 +-
 .../hdfs/protocol/datatransfer/PipelineAck.java    |   111 +-
 .../hdfs/protocol/datatransfer/Receiver.java       |    14 +-
 .../hadoop/hdfs/protocol/datatransfer/Sender.java  |    18 +-
 .../sasl/InvalidMagicNumberException.java          |    14 +-
 .../datatransfer/sasl/SaslDataTransferClient.java  |     3 +-
 .../datatransfer/sasl/SaslDataTransferServer.java  |     6 +-
 ...ientDatanodeProtocolServerSideTranslatorPB.java |    18 -
 .../ClientDatanodeProtocolTranslatorPB.java        |    16 -
 ...ientNamenodeProtocolServerSideTranslatorPB.java |    50 +-
 .../ClientNamenodeProtocolTranslatorPB.java        |    56 +-
 .../DatanodeProtocolClientSideTranslatorPB.java    |    36 +-
 .../DatanodeProtocolServerSideTranslatorPB.java    |    25 +-
 ...nterDatanodeProtocolServerSideTranslatorPB.java |     6 +-
 .../InterDatanodeProtocolTranslatorPB.java         |     5 +-
 .../apache/hadoop/hdfs/protocolPB/PBHelper.java    |   512 +-
 .../hdfs/qjournal/client/IPCLoggerChannel.java     |     8 +-
 .../hadoop/hdfs/qjournal/server/Journal.java       |    30 +-
 .../hadoop/hdfs/qjournal/server/JournalNode.java   |     1 -
 .../hadoop/hdfs/server/balancer/Balancer.java      |    45 +-
 .../hdfs/server/balancer/BalancingPolicy.java      |     2 +-
 .../hadoop/hdfs/server/balancer/Dispatcher.java    |    28 +-
 .../hdfs/server/balancer/NameNodeConnector.java    |    26 +-
 .../server/blockmanagement/BlockCollection.java    |    12 +-
 .../server/blockmanagement/BlockIdManager.java     |   208 -
 .../{BlockInfoContiguous.java => BlockInfo.java}   |    86 +-
 ...uction.java => BlockInfoUnderConstruction.java} |    40 +-
 .../hdfs/server/blockmanagement/BlockManager.java  |   796 +-
 .../blockmanagement/BlockPlacementPolicy.java      |     3 +-
 .../BlockPlacementPolicyDefault.java               |    11 +-
 .../BlockPlacementPolicyWithNodeGroup.java         |     4 +-
 .../blockmanagement/BlockStoragePolicySuite.java   |     6 +-
 .../hdfs/server/blockmanagement/BlocksMap.java     |    44 +-
 .../blockmanagement/CacheReplicationMonitor.java   |    26 +-
 .../server/blockmanagement/CorruptReplicasMap.java |    42 +-
 .../server/blockmanagement/DatanodeDescriptor.java |   173 +-
 .../server/blockmanagement/DatanodeManager.java    |   239 +-
 .../blockmanagement/DatanodeStorageInfo.java       |    49 +-
 .../blockmanagement/DecommissionManager.java       |   619 +-
 .../server/blockmanagement/HeartbeatManager.java   |    12 +-
 .../server/blockmanagement/InvalidateBlocks.java   |     8 +-
 .../blockmanagement/MutableBlockCollection.java    |    31 +-
 .../blockmanagement/PendingReplicationBlocks.java  |    12 +-
 .../blockmanagement/UnderReplicatedBlocks.java     |    86 +-
 .../hdfs/server/common/HdfsServerConstants.java    |    12 +-
 .../hadoop/hdfs/server/common/JspHelper.java       |   397 +-
 .../apache/hadoop/hdfs/server/common/Storage.java  |    26 +-
 .../hadoop/hdfs/server/common/StorageInfo.java     |     4 -
 .../hdfs/server/datanode/BPOfferService.java       |    13 +-
 .../hdfs/server/datanode/BPServiceActor.java       |   233 +-
 .../hdfs/server/datanode/BPServiceActorAction.java |    32 -
 .../hdfs/server/datanode/BlockMetadataHeader.java  |     2 +-
 .../server/datanode/BlockPoolSliceScanner.java     |   833 +
 .../server/datanode/BlockPoolSliceStorage.java     |   180 +-
 .../hadoop/hdfs/server/datanode/BlockReceiver.java |   166 +-
 .../hadoop/hdfs/server/datanode/BlockScanner.java  |   340 -
 .../hadoop/hdfs/server/datanode/BlockSender.java   |    41 +-
 .../hadoop/hdfs/server/datanode/ChunkChecksum.java |     4 +-
 .../hdfs/server/datanode/DataBlockScanner.java     |   328 +
 .../hadoop/hdfs/server/datanode/DataNode.java      |   565 +-
 .../server/datanode/DataNodeFaultInjector.java     |     4 -
 .../hdfs/server/datanode/DataNodeMXBean.java       |     7 -
 .../hadoop/hdfs/server/datanode/DataStorage.java   |   636 +-
 .../hadoop/hdfs/server/datanode/DataXceiver.java   |   354 +-
 .../hdfs/server/datanode/DataXceiverServer.java    |     6 +-
 .../hdfs/server/datanode/DatanodeJspHelper.java    |   670 +-
 .../hdfs/server/datanode/DirectoryScanner.java     |    60 +-
 .../hdfs/server/datanode/ErrorReportAction.java    |    83 -
 .../hdfs/server/datanode/ReplicaHandler.java       |    49 -
 .../hdfs/server/datanode/ReplicaInPipeline.java    |     6 -
 .../datanode/ReplicaInPipelineInterface.java       |     5 -
 .../server/datanode/ReplicaNotFoundException.java  |     2 +-
 .../hdfs/server/datanode/ReportBadBlockAction.java |   108 -
 .../server/datanode/SecureDataNodeStarter.java     |    48 +-
 .../hdfs/server/datanode/ShortCircuitRegistry.java |    17 +-
 .../hdfs/server/datanode/StorageLocation.java      |     6 +-
 .../hadoop/hdfs/server/datanode/VolumeScanner.java |   741 -
 .../server/datanode/fsdataset/FsDatasetSpi.java    |   128 +-
 .../datanode/fsdataset/FsVolumeReference.java      |    48 -
 .../server/datanode/fsdataset/FsVolumeSpi.java     |   122 +-
 .../datanode/fsdataset/ReplicaInputStreams.java    |    12 +-
 .../server/datanode/fsdataset/RollingLogs.java     |    73 +
 .../fsdataset/RoundRobinVolumeChoosingPolicy.java  |     1 +
 .../datanode/fsdataset/impl/BlockPoolSlice.java    |    20 +-
 .../fsdataset/impl/FsDatasetAsyncDiskService.java  |    47 +-
 .../datanode/fsdataset/impl/FsDatasetImpl.java     |  1157 +-
 .../datanode/fsdataset/impl/FsVolumeImpl.java      |   478 +-
 .../datanode/fsdataset/impl/FsVolumeList.java      |   336 +-
 .../impl/RamDiskAsyncLazyPersistService.java       |    23 +-
 .../datanode/fsdataset/impl/RollingLogsImpl.java   |   241 +
 .../datanode/fsdataset/impl/VolumeFailureInfo.java |    82 -
 .../server/datanode/metrics/DataNodeMetrics.java   |    48 +-
 .../server/datanode/metrics/FSDatasetMBean.java    |    19 -
 .../server/datanode/web/DatanodeHttpServer.java    |   174 -
 .../datanode/web/SimpleHttpProxyHandler.java       |   161 -
 .../hdfs/server/datanode/web/URLDispatcher.java    |    59 -
 .../web/resources/DatanodeWebHdfsMethods.java      |   477 +
 .../server/datanode/web/resources/OpenEntity.java  |    93 +
 .../datanode/web/webhdfs/DataNodeUGIProvider.java  |    70 -
 .../datanode/web/webhdfs/ExceptionHandler.java     |   116 -
 .../server/datanode/web/webhdfs/HdfsWriter.java    |    82 -
 .../datanode/web/webhdfs/ParameterParser.java      |   207 -
 .../datanode/web/webhdfs/WebHdfsHandler.java       |   270 -
 .../org/apache/hadoop/hdfs/server/mover/Mover.java |    47 +-
 .../hdfs/server/namenode/AclEntryStatusFormat.java |   136 -
 .../hadoop/hdfs/server/namenode/AclFeature.java    |    61 +-
 .../hadoop/hdfs/server/namenode/AclStorage.java    |    91 +-
 .../hadoop/hdfs/server/namenode/BackupImage.java   |    31 +-
 .../hadoop/hdfs/server/namenode/BackupNode.java    |     8 +-
 .../hadoop/hdfs/server/namenode/Checkpointer.java  |    10 +-
 .../hadoop/hdfs/server/namenode/ContentCounts.java |   146 -
 .../namenode/ContentSummaryComputationContext.java |    28 +-
 .../namenode/DefaultINodeAttributesProvider.java   |    45 -
 .../server/namenode/DirectoryWithQuotaFeature.java |   262 +-
 .../server/namenode/EditLogFileOutputStream.java   |     6 +-
 .../hdfs/server/namenode/EditLogOutputStream.java  |     6 +-
 .../server/namenode/EncryptionZoneManager.java     |    21 +-
 .../FSClusterStats.java                            |    20 +-
 .../hadoop/hdfs/server/namenode/FSDirAclOp.java    |   249 -
 .../hadoop/hdfs/server/namenode/FSDirAttrOp.java   |   487 -
 .../hadoop/hdfs/server/namenode/FSDirConcatOp.java |   243 -
 .../hadoop/hdfs/server/namenode/FSDirDeleteOp.java |   249 -
 .../hadoop/hdfs/server/namenode/FSDirMkdirOp.java  |   244 -
 .../hadoop/hdfs/server/namenode/FSDirRenameOp.java |   768 -
 .../hdfs/server/namenode/FSDirSnapshotOp.java      |   238 -
 .../server/namenode/FSDirStatAndListingOp.java     |   508 -
 .../hdfs/server/namenode/FSDirSymlinkOp.java       |   129 -
 .../hadoop/hdfs/server/namenode/FSDirXAttrOp.java  |   463 -
 .../hadoop/hdfs/server/namenode/FSDirectory.java   |  3200 +-
 .../hadoop/hdfs/server/namenode/FSEditLog.java     |    71 +-
 .../hdfs/server/namenode/FSEditLogLoader.java      |   277 +-
 .../hadoop/hdfs/server/namenode/FSEditLogOp.java   |   619 +-
 .../hdfs/server/namenode/FSEditLogOpCodes.java     |     3 -
 .../hadoop/hdfs/server/namenode/FSImage.java       |   135 +-
 .../hadoop/hdfs/server/namenode/FSImageFormat.java |    93 +-
 .../hdfs/server/namenode/FSImageFormatPBINode.java |   120 +-
 .../server/namenode/FSImageFormatProtobuf.java     |    23 +-
 .../hdfs/server/namenode/FSImageSerialization.java |    18 +-
 .../hadoop/hdfs/server/namenode/FSImageUtil.java   |     4 +-
 .../hadoop/hdfs/server/namenode/FSNDNCacheOp.java  |   124 -
 .../hadoop/hdfs/server/namenode/FSNamesystem.java  |  3789 +-
 .../hdfs/server/namenode/FSNamesystemLock.java     |    22 +
 .../hdfs/server/namenode/FSPermissionChecker.java  |   254 +-
 .../hdfs/server/namenode/FileJournalManager.java   |     4 +-
 .../namenode/FileUnderConstructionFeature.java     |    17 +-
 .../apache/hadoop/hdfs/server/namenode/INode.java  |   189 +-
 .../server/namenode/INodeAttributeProvider.java    |   135 -
 .../hdfs/server/namenode/INodeAttributes.java      |    12 +-
 .../hdfs/server/namenode/INodeDirectory.java       |   172 +-
 .../server/namenode/INodeDirectoryAttributes.java  |    34 +-
 .../hadoop/hdfs/server/namenode/INodeFile.java     |   395 +-
 .../hdfs/server/namenode/INodeFileAttributes.java  |     5 -
 .../hadoop/hdfs/server/namenode/INodeMap.java      |    27 +-
 .../hdfs/server/namenode/INodeReference.java       |   124 +-
 .../hadoop/hdfs/server/namenode/INodeSymlink.java  |    27 +-
 .../server/namenode/INodeWithAdditionalFields.java |     9 +-
 .../hadoop/hdfs/server/namenode/INodesInPath.java  |   376 +-
 .../hadoop/hdfs/server/namenode/ImageServlet.java  |    20 +-
 .../namenode/InotifyFSEditLogOpTranslator.java     |   102 +-
 .../hadoop/hdfs/server/namenode/LeaseManager.java  |    94 +-
 .../hdfs/server/namenode/MetaRecoveryContext.java  |     6 +-
 .../apache/hadoop/hdfs/server/namenode/NNConf.java |   104 +
 .../hadoop/hdfs/server/namenode/NNUpgradeUtil.java |    41 +-
 .../hadoop/hdfs/server/namenode/NameNode.java      |   113 +-
 .../hdfs/server/namenode/NameNodeHttpServer.java   |     4 +-
 .../server/namenode/NameNodeLayoutVersion.java     |     7 +-
 .../hdfs/server/namenode/NameNodeMXBean.java       |    11 +-
 .../hdfs/server/namenode/NameNodeRpcServer.java    |   607 +-
 .../hdfs/server/namenode/NameNodeStatusMXBean.java |     7 -
 .../hadoop/hdfs/server/namenode/NamenodeFsck.java  |   184 +-
 .../hdfs/server/namenode/NamenodeJspHelper.java    |  1155 +-
 .../hadoop/hdfs/server/namenode/Namesystem.java    |     4 +-
 .../apache/hadoop/hdfs/server/namenode/Quota.java  |    12 +-
 .../server/namenode/QuotaByStorageTypeEntry.java   |    86 -
 .../hadoop/hdfs/server/namenode/QuotaCounts.java   |   177 -
 .../hdfs/server/namenode/SecondaryNameNode.java    |     6 +-
 .../SequentialBlockIdGenerator.java                |     2 +-
 .../hdfs/server/namenode/StoragePolicySummary.java |   257 -
 .../hdfs/server/namenode/TransferFsImage.java      |    26 +-
 .../server/namenode/XAttrPermissionFilter.java     |     2 +-
 .../hdfs/server/namenode/ha/EditLogTailer.java     |    28 +-
 .../hadoop/hdfs/server/namenode/ha/HAState.java    |    17 +-
 .../server/namenode/ha/StandbyCheckpointer.java    |    12 +-
 .../server/namenode/metrics/FSNamesystemMBean.java |    20 -
 .../server/namenode/metrics/NameNodeMetrics.java   |    30 -
 .../namenode/snapshot/AbstractINodeDiff.java       |    11 +-
 .../namenode/snapshot/AbstractINodeDiffList.java   |    69 +-
 .../snapshot/DirectorySnapshottableFeature.java    |    17 +-
 .../snapshot/DirectoryWithSnapshotFeature.java     |   150 +-
 .../namenode/snapshot/FSImageFormatPBSnapshot.java |    73 +-
 .../hdfs/server/namenode/snapshot/FileDiff.java    |    52 +-
 .../server/namenode/snapshot/FileDiffList.java     |   110 -
 .../namenode/snapshot/FileWithSnapshotFeature.java |   140 +-
 .../hdfs/server/namenode/snapshot/Snapshot.java    |     8 -
 .../server/namenode/snapshot/SnapshotDiffInfo.java |     9 +-
 .../server/namenode/snapshot/SnapshotManager.java  |    53 +-
 .../hdfs/server/namenode/top/TopAuditLogger.java   |    82 -
 .../hadoop/hdfs/server/namenode/top/TopConf.java   |    64 -
 .../server/namenode/top/metrics/TopMetrics.java    |   131 -
 .../server/namenode/top/window/RollingWindow.java  |   189 -
 .../namenode/top/window/RollingWindowManager.java  |   346 -
 .../web/resources/NamenodeWebHdfsMethods.java      |    30 +-
 .../hadoop/hdfs/server/protocol/BlockCommand.java  |     2 +-
 .../hdfs/server/protocol/BlockRecoveryCommand.java |    20 -
 .../hdfs/server/protocol/BlockReportContext.java   |    52 -
 .../hdfs/server/protocol/BlocksWithLocations.java  |     2 +-
 .../hdfs/server/protocol/DatanodeProtocol.java     |    15 +-
 .../hdfs/server/protocol/DatanodeRegistration.java |    22 +-
 .../hdfs/server/protocol/DatanodeStorage.java      |    21 +-
 .../server/protocol/InterDatanodeProtocol.java     |     3 +-
 .../hadoop/hdfs/server/protocol/NamespaceInfo.java |    52 -
 .../hadoop/hdfs/server/protocol/ServerCommand.java |     8 -
 .../hdfs/server/protocol/StorageBlockReport.java   |     8 +-
 .../hdfs/server/protocol/VolumeFailureSummary.java |    72 -
 .../hdfs/shortcircuit/DfsClientShmManager.java     |     3 +-
 .../hdfs/shortcircuit/ShortCircuitCache.java       |    23 +-
 .../hdfs/shortcircuit/ShortCircuitReplica.java     |    12 +-
 .../org/apache/hadoop/hdfs/tools/AdminHelper.java  |   192 -
 .../org/apache/hadoop/hdfs/tools/CacheAdmin.java   |   264 +-
 .../org/apache/hadoop/hdfs/tools/CryptoAdmin.java  |   130 +-
 .../org/apache/hadoop/hdfs/tools/DFSAdmin.java     |   208 +-
 .../org/apache/hadoop/hdfs/tools/DFSHAAdmin.java   |     4 +-
 .../hadoop/hdfs/tools/DFSZKFailoverController.java |     9 +-
 .../java/org/apache/hadoop/hdfs/tools/DFSck.java   |    80 +-
 .../org/apache/hadoop/hdfs/tools/DebugAdmin.java   |   361 -
 .../java/org/apache/hadoop/hdfs/tools/GetConf.java |    17 +-
 .../hadoop/hdfs/tools/GetStoragePolicies.java      |    65 +
 .../hadoop/hdfs/tools/StoragePolicyAdmin.java      |   231 -
 .../OfflineEditsVisitorFactory.java                |     7 +-
 .../offlineImageViewer/DelimitedImageVisitor.java  |     2 +-
 .../tools/offlineImageViewer/FSImageHandler.java   |   168 +-
 .../tools/offlineImageViewer/FSImageLoader.java    |    43 +-
 .../FileDistributionCalculator.java                |    13 +-
 .../FileDistributionVisitor.java                   |     4 +-
 .../tools/offlineImageViewer/LsImageVisitor.java   |     6 +-
 .../offlineImageViewer/OfflineImageViewerPB.java   |    67 +-
 .../PBImageDelimitedTextWriter.java                |   134 -
 .../offlineImageViewer/PBImageTextWriter.java      |   589 -
 .../tools/offlineImageViewer/PBImageXmlWriter.java |    13 +-
 .../tools/offlineImageViewer/WebImageViewer.java   |   109 +-
 .../hdfs/tools/snapshot/LsSnapshottableDir.java    |     2 +-
 .../hadoop/hdfs/tools/snapshot/SnapshotDiff.java   |     2 +-
 .../apache/hadoop/hdfs/util/ByteArrayManager.java  |    15 +-
 .../apache/hadoop/hdfs}/util/ChunkedArrayList.java |    44 +-
 .../org/apache/hadoop/hdfs/util/EnumCounters.java  |    42 +-
 .../org/apache/hadoop/hdfs/util/LongBitFormat.java |     4 -
 .../apache/hadoop/hdfs/util/ReferenceCountMap.java |   118 -
 .../java/org/apache/hadoop/hdfs/util/RwLock.java   |     9 +
 .../org/apache/hadoop/hdfs/web/AuthFilter.java     |     3 +-
 .../hadoop/hdfs/web/ByteRangeInputStream.java      |    38 +-
 .../java/org/apache/hadoop/hdfs/web/JsonUtil.java  |   248 +-
 .../org/apache/hadoop/hdfs/web/ParamFilter.java    |     3 +-
 .../hadoop/hdfs/web/URLConnectionFactory.java      |     7 +-
 .../apache/hadoop/hdfs/web/WebHdfsFileSystem.java  |    55 +-
 .../hadoop/hdfs/web/resources/EnumParam.java       |     3 +-
 .../hadoop/hdfs/web/resources/EnumSetParam.java    |     3 +-
 .../hadoop/hdfs/web/resources/IntegerParam.java    |     3 +-
 .../hadoop/hdfs/web/resources/LengthParam.java     |     5 -
 .../hadoop/hdfs/web/resources/LongParam.java       |     3 +-
 .../hadoop/hdfs/web/resources/NewLengthParam.java  |    49 -
 .../hadoop/hdfs/web/resources/OffsetParam.java     |     5 -
 .../hadoop/hdfs/web/resources/PostOpParam.java     |     2 -
 .../hadoop/hdfs/web/resources/ShortParam.java      |     3 +-
 .../hadoop/hdfs/web/resources/UserProvider.java    |     3 +-
 .../src/main/native/fuse-dfs/fuse_connect.c        |    16 -
 .../src/main/native/libhdfs/common/htable.c        |    24 +-
 .../src/main/native/libhdfs/exception.c            |     5 -
 .../hadoop-hdfs/src/main/native/libhdfs/hdfs.c     |    98 +-
 .../hadoop-hdfs/src/main/native/libhdfs/hdfs.h     |   129 +-
 .../src/main/native/libhdfs/native_mini_dfs.c      |    52 +-
 .../src/main/native/libhdfs/native_mini_dfs.h      |    17 +-
 .../src/main/native/libhdfs/os/windows/thread.c    |     2 +-
 .../libhdfs/os/windows/thread_local_storage.c      |     8 -
 .../src/main/native/libhdfs/test/test_htable.c     |   100 -
 .../native/libhdfs/test/test_libhdfs_zerocopy.c    |    31 -
 .../main/native/libhdfs/test_libhdfs_threaded.c    |     4 -
 .../src/main/proto/ClientDatanodeProtocol.proto    |    10 -
 .../src/main/proto/ClientNamenodeProtocol.proto    |    18 +-
 .../src/main/proto/DatanodeProtocol.proto          |    33 +-
 .../src/main/proto/InterDatanodeProtocol.proto     |     2 -
 .../hadoop-hdfs/src/main/proto/acl.proto           |     1 -
 .../hadoop-hdfs/src/main/proto/datatransfer.proto  |    18 +-
 .../hadoop-hdfs/src/main/proto/fsimage.proto       |    11 -
 .../hadoop-hdfs/src/main/proto/hdfs.proto          |    21 +-
 .../hadoop-hdfs/src/main/proto/inotify.proto       |    12 +-
 .../src/main/resources/hdfs-default.xml            |   153 +-
 .../src/main/webapps/datanode/browseBlock.jsp      |    49 +
 .../src/main/webapps/datanode/browseDirectory.jsp  |    69 +
 .../src/main/webapps/datanode/dataNodeHome.jsp     |    58 +
 .../datanode/tail.jsp}                             |    59 +-
 .../src/main/webapps/hdfs/block_info_xml.jsp       |    87 +
 .../src/main/webapps/hdfs/corrupt_files.jsp        |    85 +
 .../src/main/webapps/hdfs/corrupt_replicas_xml.jsp |    91 +
 .../src/main/webapps/hdfs/decommission.jsp         |    45 +
 .../src/main/webapps/hdfs/decommission.xsl         |   139 +
 .../src/main/webapps/hdfs/dfsclusterhealth.jsp     |    45 +
 .../src/main/webapps/hdfs/dfsclusterhealth.xsl     |   170 +
 .../main/webapps/hdfs/dfsclusterhealth_utils.xsl   |    88 +
 .../src/main/webapps/hdfs/dfshealth.html           |    52 +-
 .../hadoop-hdfs/src/main/webapps/hdfs/dfshealth.js |    60 -
 .../src/main/webapps/hdfs/dfshealth.jsp            |    75 +
 .../src/main/webapps/hdfs/dfsnodelist.jsp          |    59 +
 .../src/main/webapps/hdfs/explorer.html            |     2 -
 .../hadoop-hdfs/src/main/webapps/hdfs/explorer.js  |    18 +-
 .../hadoop-hdfs/src/main/webapps/hdfs/index.html   |    13 +-
 .../src/main/webapps/hdfs/nn_browsedfscontent.jsp  |    50 +-
 .../journal/journalstatus.jsp}                     |    41 +-
 .../src/main/webapps/proto-datanode-web.xml        |    15 +-
