 .gitignore                                         |     1 -
 .../webapps/{proto-web.xml => proto-hdfs-web.xml}  |     1 +
 .../src/main/webapps/proto-journal-web.xml         |    17 +
 .../src/main/webapps/proto-secondary-web.xml       |    17 +
 .../src/main/webapps/secondary/index.html          |    11 +
 .../src/main/webapps/secondary/status.jsp          |    53 +-
 .../src/site/apt/ArchivalStorage.apt.vm            |   233 +
 .../src/site/apt/CentralizedCacheManagement.apt.vm |   344 +
 .../src/site/apt/ExtendedAttributes.apt.vm         |    99 +
 .../src/site/apt/FaultInjectFramework.apt.vm       |   312 +
 .../hadoop-hdfs/src/site/apt/Federation.apt.vm     |   342 +
 .../hadoop-hdfs/src/site/apt/HDFSCommands.apt.vm   |   446 +
 .../site/apt/HDFSHighAvailabilityWithNFS.apt.vm    |   859 +
 .../site/apt/HDFSHighAvailabilityWithQJM.apt.vm    |   816 +
 .../hadoop-hdfs/src/site/apt/HdfsDesign.apt.vm     |   512 +
 .../src/site/apt/HdfsEditsViewer.apt.vm            |   104 +
 .../src/site/apt/HdfsImageViewer.apt.vm            |   247 +
 .../src/site/apt/HdfsMultihoming.apt.vm            |   145 +
 .../hadoop-hdfs/src/site/apt/HdfsNfsGateway.apt.vm |   378 +
 .../src/site/apt/HdfsPermissionsGuide.apt.vm       |   438 +
 .../src/site/apt/HdfsQuotaAdminGuide.apt.vm        |   116 +
 .../hadoop-hdfs/src/site/apt/HdfsUserGuide.apt.vm  |   536 +
 .../hadoop-hdfs/src/site/apt/Hftp.apt.vm           |    58 +
 .../hadoop-hdfs/src/site/apt/LibHdfs.apt.vm        |   101 +
 .../hadoop-hdfs/src/site/apt/SLGUserGuide.apt.vm   |   195 +
 .../src/site/apt/ShortCircuitLocalReads.apt.vm     |   112 +
 .../src/site/apt/TransparentEncryption.apt.vm      |   212 +
 .../hadoop-hdfs/src/site/apt/ViewFs.apt.vm         |   304 +
 .../hadoop-hdfs/src/site/apt/WebHDFS.apt.vm        |  2581 ++
 .../src/site/markdown/ArchivalStorage.md           |   160 -
 .../site/markdown/CentralizedCacheManagement.md    |   268 -
 .../src/site/markdown/ExtendedAttributes.md        |    98 -
 .../src/site/markdown/FaultInjectFramework.md      |   254 -
 .../hadoop-hdfs/src/site/markdown/Federation.md    |   254 -
 .../hadoop-hdfs/src/site/markdown/HDFSCommands.md  |   514 -
 .../site/markdown/HDFSHighAvailabilityWithNFS.md   |   678 -
 .../site/markdown/HDFSHighAvailabilityWithQJM.md   |   643 -
 .../hadoop-hdfs/src/site/markdown/HdfsDesign.md    |   240 -
 .../src/site/markdown/HdfsEditsViewer.md           |    69 -
 .../src/site/markdown/HdfsImageViewer.md           |   179 -
 .../src/site/markdown/HdfsMultihoming.md           |   127 -
 .../src/site/markdown/HdfsNfsGateway.md            |   304 -
 .../src/site/markdown/HdfsPermissionsGuide.md      |   284 -
 .../src/site/markdown/HdfsQuotaAdminGuide.md       |    93 -
 .../hadoop-hdfs/src/site/markdown/HdfsUserGuide.md |   375 -
 .../hadoop-hdfs/src/site/markdown/Hftp.md          |    57 -
 .../hadoop-hdfs/src/site/markdown/LibHdfs.md       |    92 -
 .../hadoop-hdfs/src/site/markdown/SLGUserGuide.md  |   157 -
 .../src/site/markdown/ShortCircuitLocalReads.md    |    87 -
 .../src/site/markdown/TransparentEncryption.md     |   268 -
 .../hadoop-hdfs/src/site/markdown/ViewFs.md        |   242 -
 .../hadoop-hdfs/src/site/markdown/WebHDFS.md       |  1939 -
 .../src/site/xdoc/HdfsRollingUpgrade.xml           |    13 +-
 .../hadoop/fs/TestEnhancedByteBufferAccess.java    |    66 +-
 .../fs/TestHDFSFileContextMainOperations.java      |    32 +-
 .../java/org/apache/hadoop/fs/TestSymlinkHdfs.java |     3 +-
 .../java/org/apache/hadoop/fs/TestUnbuffer.java    |   127 -
 ...stHdfsTextCommand.java => TestTextCommand.java} |    11 +-
 .../org/apache/hadoop/hdfs/AppendTestUtil.java     |    56 -
 .../java/org/apache/hadoop/hdfs/DFSTestUtil.java   |   170 +-
 .../org/apache/hadoop/hdfs/MiniDFSCluster.java     |   129 +-
 .../hadoop/hdfs/MiniDFSClusterWithNodeGroup.java   |     4 +-
 .../hadoop/hdfs/TestAppendSnapshotTruncate.java    |   497 -
 .../apache/hadoop/hdfs/TestBlockReaderFactory.java |     3 -
 .../apache/hadoop/hdfs/TestBlockReaderLocal.java   |     4 +-
 .../hadoop/hdfs/TestBlockReaderLocalLegacy.java    |    63 -
 .../apache/hadoop/hdfs/TestBlockStoragePolicy.java |     1 -
 .../org/apache/hadoop/hdfs/TestCrcCorruption.java  |     3 +-
 .../hdfs/TestDFSInotifyEventInputStream.java       |   218 +-
 .../apache/hadoop/hdfs/TestDFSOutputStream.java    |    31 -
 .../java/org/apache/hadoop/hdfs/TestDFSPacket.java |    93 -
 .../org/apache/hadoop/hdfs/TestDFSPermission.java  |    18 +-
 .../java/org/apache/hadoop/hdfs/TestDFSShell.java  |    35 +-
 .../org/apache/hadoop/hdfs/TestDFSUpgrade.java     |    50 +-
 .../hadoop/hdfs/TestDFSUpgradeFromImage.java       |    19 +-
 .../hadoop/hdfs/TestDataTransferKeepalive.java     |     8 +-
 .../hadoop/hdfs/TestDataTransferProtocol.java      |    45 +-
 .../hadoop/hdfs/TestDatanodeBlockScanner.java      |   496 +
 .../org/apache/hadoop/hdfs/TestDatanodeDeath.java  |    17 +-
 .../hadoop/hdfs/TestDatanodeLayoutUpgrade.java     |     2 +-
 .../TestDatanodeStartupFixesLegacyStorageIDs.java  |   139 -
 .../org/apache/hadoop/hdfs/TestDecommission.java   |   459 +-
 .../apache/hadoop/hdfs/TestEncryptionZones.java    |    37 +-
 .../hadoop/hdfs/TestEncryptionZonesWithHA.java     |     4 +-
 .../hadoop/hdfs/TestEncryptionZonesWithKMS.java    |    13 -
 .../org/apache/hadoop/hdfs/TestFetchImage.java     |     9 +-
 .../org/apache/hadoop/hdfs/TestFileAppend.java     |   165 +-
 .../org/apache/hadoop/hdfs/TestFileAppend2.java    |   207 +-
 .../org/apache/hadoop/hdfs/TestFileAppend3.java    |   228 +-
 .../org/apache/hadoop/hdfs/TestFileAppend4.java    |    11 +-
 .../apache/hadoop/hdfs/TestFileAppendRestart.java  |    10 +-
 .../org/apache/hadoop/hdfs/TestFileCorruption.java |    17 +-
 .../org/apache/hadoop/hdfs/TestFileCreation.java   |     5 +-
 .../apache/hadoop/hdfs/TestFileCreationDelete.java |     9 +-
 .../org/apache/hadoop/hdfs/TestFileStatus.java     |    23 -
 .../java/org/apache/hadoop/hdfs/TestGetBlocks.java |    18 +-
 .../java/org/apache/hadoop/hdfs/TestHFlush.java    |   140 +-
 .../hdfs/TestInjectionForSimulatedStorage.java     |     4 +-
 .../apache/hadoop/hdfs/TestKeyProviderCache.java   |   124 -
 .../java/org/apache/hadoop/hdfs/TestLease.java     |     4 +-
 .../org/apache/hadoop/hdfs/TestLeaseRecovery.java  |     6 +-
 .../org/apache/hadoop/hdfs/TestLeaseRenewer.java   |    10 +-
 .../apache/hadoop/hdfs/TestMissingBlocksAlert.java |    62 +-
 .../hadoop/hdfs/TestMultiThreadedHflush.java       |    11 +-
 .../apache/hadoop/hdfs/TestParallelReadUtil.java   |     4 +-
 .../java/org/apache/hadoop/hdfs/TestPipelines.java |    10 +-
 .../apache/hadoop/hdfs/TestRenameWhileOpen.java    |    11 +-
 .../org/apache/hadoop/hdfs/TestReplication.java    |    44 +-
 .../apache/hadoop/hdfs/TestReservedRawPaths.java   |     6 +-
 .../org/apache/hadoop/hdfs/TestRollingUpgrade.java |    52 +-
 .../java/org/apache/hadoop/hdfs/TestSafeMode.java  |    17 +-
 .../{tools => }/TestStoragePolicyCommands.java     |    47 +-
 .../hdfs/TestWriteBlockGetsBlockLengthHint.java    |     3 +-
 .../org/apache/hadoop/hdfs/UpgradeUtilities.java   |     2 +-
 .../hadoop/hdfs/protocol/TestBlockListAsLongs.java |   240 -
 .../protocol/datatransfer/TestPacketReceiver.java  |     5 +-
 .../datatransfer/sasl/TestSaslDataTransfer.java    |    28 +-
 .../hadoop/hdfs/protocolPB/TestPBHelper.java       |     2 +-
 .../apache/hadoop/hdfs/qjournal/TestNNWithQJM.java |    58 +-
 .../hdfs/qjournal/server/TestJournalNode.java      |    15 +-
 .../hadoop/hdfs/server/balancer/TestBalancer.java  |    97 +-
 .../TestBalancerWithMultipleNameNodes.java         |     8 +-
 .../blockmanagement/BlockManagerTestUtil.java      |    18 +-
 .../hdfs/server/blockmanagement/TestBlockInfo.java |    18 +-
 .../TestBlockInfoUnderConstruction.java            |    37 +-
 .../server/blockmanagement/TestBlockManager.java   |    96 +-
 .../TestBlocksWithNotEnoughRacks.java              |     2 +-
 .../blockmanagement/TestComputeInvalidateWork.java |   173 +-
 .../blockmanagement/TestDatanodeDescriptor.java    |    12 +-
 .../blockmanagement/TestDatanodeManager.java       |    84 -
 .../blockmanagement/TestHeartbeatHandling.java     |    32 +-
 .../blockmanagement/TestHostFileManager.java       |     3 +-
 .../TestNameNodePrunesMissingStorages.java         |   252 -
 .../hdfs/server/blockmanagement/TestNodeCount.java |     4 +-
 .../blockmanagement/TestOverReplicatedBlocks.java  |    28 +-
 .../TestPendingInvalidateBlock.java                |     4 +-
 .../blockmanagement/TestReplicationPolicy.java     |    43 +-
 .../TestReplicationPolicyConsiderLoad.java         |    16 +-
 .../TestReplicationPolicyWithNodeGroup.java        |     4 +-
 .../TestUnderReplicatedBlockQueues.java            |    19 +-
 .../hadoop/hdfs/server/common/TestJspHelper.java   |   216 +-
 .../hdfs/server/datanode/BlockReportTestBase.java  |    57 +-
 .../hdfs/server/datanode/DataNodeTestUtils.java    |    85 +-
 .../hdfs/server/datanode/SimulatedFSDataset.java   |   178 +-
 .../hdfs/server/datanode/TestBPOfferService.java   |   171 +-
 .../TestBlockHasMultipleReplicasOnSameDN.java      |    13 +-
 .../hdfs/server/datanode/TestBlockRecovery.java    |    61 +-
 .../hdfs/server/datanode/TestBlockReplacement.java |   111 +-
 .../hdfs/server/datanode/TestBlockScanner.java     |   815 -
 .../hdfs/server/datanode/TestCachingStrategy.java  |    38 +-
 .../hadoop/hdfs/server/datanode/TestDataDirs.java  |     2 +-
 .../hdfs/server/datanode/TestDataNodeExit.java     |    16 -
 .../datanode/TestDataNodeHotSwapVolumes.java       |   412 +-
 .../hdfs/server/datanode/TestDataNodeMetrics.java  |   107 -
 .../server/datanode/TestDataNodeVolumeFailure.java |    88 +-
 .../TestDataNodeVolumeFailureReporting.java        |   424 +-
 .../TestDataNodeVolumeFailureToleration.java       |     8 +-
 .../hdfs/server/datanode/TestDataStorage.java      |    26 +-
 .../hdfs/server/datanode/TestDatanodeJsp.java      |   188 +
 .../datanode/TestDatanodeProtocolRetryPolicy.java  |   236 -
 .../hdfs/server/datanode/TestDirectoryScanner.java |    41 +-
 .../hadoop/hdfs/server/datanode/TestDiskError.java |     4 +-
 .../TestDnRespectsBlockReportSplitThreshold.java   |     9 +-
 .../hdfs/server/datanode/TestFsDatasetCache.java   |     3 +-
 .../hadoop/hdfs/server/datanode/TestHSync.java     |    19 +-
 .../datanode/TestIncrementalBrVariations.java      |    13 +-
 .../datanode/TestMultipleNNDataBlockScanner.java   |   245 +
 .../TestNNHandlesBlockReportPerStorage.java        |     7 +-
 .../datanode/TestNNHandlesCombinedBlockReport.java |     4 +-
 .../server/datanode/TestSimulatedFSDataset.java    |     4 +-
 .../hdfs/server/datanode/TestStorageReport.java    |     9 +-
 .../server/datanode/TestTriggerBlockReport.java    |   134 -
 .../datanode/extdataset/ExternalDatasetImpl.java   |   436 -
 .../datanode/extdataset/ExternalReplica.java       |    65 -
 .../extdataset/ExternalReplicaInPipeline.java      |   101 -
 .../datanode/extdataset/ExternalVolumeImpl.java    |   100 -
 .../datanode/extdataset/TestExternalDataset.java   |    88 -
 .../datanode/fsdataset/impl/FsDatasetTestUtil.java |    43 -
 .../fsdataset/impl/LazyPersistTestCase.java        |    58 +-
 .../datanode/fsdataset/impl/TestFsDatasetImpl.java |   268 +-
 .../datanode/fsdataset/impl/TestFsVolumeList.java  |   123 -
 .../fsdataset/impl/TestInterDatanodeProtocol.java  |    13 +-
 .../fsdataset/impl/TestLazyPersistFiles.java       |    69 +-
 .../fsdataset/impl/TestRbwSpaceReservation.java    |    67 +-
 .../fsdataset/impl/TestScrLazyPersistFiles.java    |    16 +-
 .../fsdataset/impl/TestWriteToReplica.java         |    14 +-
 .../web/resources/TestDatanodeWebHdfsMethods.java  |    54 +
 .../datanode/web/webhdfs/TestParameterParser.java  |    86 -
 .../apache/hadoop/hdfs/server/mover/TestMover.java |    64 +-
 .../hadoop/hdfs/server/mover/TestStorageMover.java |     2 +-
 .../hdfs/server/namenode/CreateEditsLog.java       |     8 +-
 .../hadoop/hdfs/server/namenode/FSAclBaseTest.java |   337 +-
 .../hdfs/server/namenode/FSImageTestUtil.java      |     7 -
 .../server/namenode/NNThroughputBenchmark.java     |    50 +-
 .../hdfs/server/namenode/NameNodeAdapter.java      |    12 +-
 .../hadoop/hdfs/server/namenode/TestAddBlock.java  |    12 +-
 .../hdfs/server/namenode/TestAddBlockRetry.java    |    18 +-
 .../hdfs/server/namenode/TestAuditLogger.java      |   104 +-
 .../namenode/TestBlockUnderConstruction.java       |    10 +-
 .../hdfs/server/namenode/TestCacheDirectives.java  |     3 +-
 .../hdfs/server/namenode/TestCheckpoint.java       |    29 +-
 ...alformedURLs.java => TestClusterJspHelper.java} |    50 +-
 .../namenode/TestCommitBlockSynchronization.java   |    21 +-
 .../hdfs/server/namenode/TestCorruptFilesJsp.java  |   131 +
 .../hdfs/server/namenode/TestDeadDatanode.java     |    43 +-
 .../server/namenode/TestDecommissioningStatus.java |    99 +-
 .../namenode/TestDefaultBlockPlacementPolicy.java  |    22 +-
 .../hdfs/server/namenode/TestDeleteRace.java       |    32 +-
 .../server/namenode/TestDiskspaceQuotaUpdate.java  |   166 +-
 .../hadoop/hdfs/server/namenode/TestEditLog.java   |    15 +-
 .../hdfs/server/namenode/TestEditLogRace.java      |    43 +-
 .../hdfs/server/namenode/TestFSDirectory.java      |    47 +-
 .../hadoop/hdfs/server/namenode/TestFSImage.java   |    54 +-
 .../server/namenode/TestFSImageWithSnapshot.java   |     2 +-
 .../server/namenode/TestFSNamesystemMBean.java     |    69 +-
 .../server/namenode/TestFSPermissionChecker.java   |    20 +-
 .../server/namenode/TestFavoredNodesEndToEnd.java  |    29 -
 .../hdfs/server/namenode/TestFileContextAcl.java   |     6 +-
 .../hdfs/server/namenode/TestFileTruncate.java     |  1242 -
 .../hadoop/hdfs/server/namenode/TestFsLimits.java  |     4 +-
 .../hadoop/hdfs/server/namenode/TestFsck.java      |   409 +-
 .../namenode/TestFsckWithMultipleNameNodes.java    |   158 -
 .../hdfs/server/namenode/TestHDFSConcat.java       |    95 +-
 .../hdfs/server/namenode/TestHostsFiles.java       |    27 +-
 .../namenode/TestINodeAttributeProvider.java       |   229 -
 .../hadoop/hdfs/server/namenode/TestINodeFile.java |    24 +-
 .../hdfs/server/namenode/TestLeaseManager.java     |    27 -
 .../server/namenode/TestListCorruptFileBlocks.java |     7 +-
 .../hadoop/hdfs/server/namenode/TestMetaSave.java  |    23 +-
 .../hdfs/server/namenode/TestNameNodeAcl.java      |     6 +-
 .../server/namenode/TestNameNodeJspHelper.java     |   372 +
 .../hdfs/server/namenode/TestNameNodeMXBean.java   |   244 +-
 .../hdfs/server/namenode/TestNameNodeRecovery.java |     3 +-
 .../namenode/TestNamenodeCapacityReport.java       |    81 +-
 .../server/namenode/TestNamenodeRetryCache.java    |   137 +-
 .../server/namenode/TestProcessCorruptBlocks.java  |     4 +-
 .../server/namenode/TestQuotaByStorageType.java    |   786 -
 .../hdfs/server/namenode/TestSaveNamespace.java    |    11 +-
 .../hdfs/server/namenode/TestSecondaryWebUi.java   |    31 +-
 .../TestSequentialBlockId.java                     |    42 +-
 .../server/namenode/TestSnapshotPathINodes.java    |   202 +-
 .../server/namenode/TestStoragePolicySummary.java  |   201 -
 .../server/namenode/TestTruncateQuotaUpdate.java   |   248 -
 .../hdfs/server/namenode/ha/TestDNFencing.java     |    36 +-
 .../namenode/ha/TestDNFencingWithReplication.java  |     4 -
 .../namenode/ha/TestDelegationTokensWithHA.java    |     2 +-
 .../namenode/ha/TestEditLogsDuringFailover.java    |     2 +-
 .../hdfs/server/namenode/ha/TestHAAppend.java      |    52 +-
 .../hdfs/server/namenode/ha/TestHAMetrics.java     |    13 -
 .../hdfs/server/namenode/ha/TestHASafeMode.java    |     5 +-
 .../hdfs/server/namenode/ha/TestHAWebUI.java       |    74 +
 .../namenode/ha/TestPendingCorruptDnMessages.java  |     2 +-
 .../server/namenode/ha/TestPipelinesFailover.java  |    15 +-
 .../server/namenode/ha/TestRetryCacheWithHA.java   |    19 +-
 .../namenode/ha/TestStandbyBlockManagement.java    |    20 +-
 .../server/namenode/ha/TestStandbyCheckpoints.java |    25 +-
 .../hdfs/server/namenode/ha/TestStandbyIsHot.java  |     7 +-
 .../namenode/metrics/TestNameNodeMetrics.java      |    38 +-
 .../namenode/snapshot/SnapshotTestHelper.java      |    47 +-
 .../namenode/snapshot/TestAclWithSnapshot.java     |   192 +-
 .../namenode/snapshot/TestNestedSnapshots.java     |    41 +-
 .../snapshot/TestOpenFilesWithSnapshot.java        |     3 +-
 .../namenode/snapshot/TestRenameWithSnapshots.java |   115 +-
 .../server/namenode/snapshot/TestSnapshot.java     |     8 +-
 .../namenode/snapshot/TestSnapshotBlocksMap.java   |    24 +-
 .../namenode/snapshot/TestSnapshotDeletion.java    |   178 +-
 .../namenode/snapshot/TestSnapshotFileLength.java  |    67 +-
 .../namenode/snapshot/TestSnapshotManager.java     |    20 +-
 .../namenode/snapshot/TestSnapshotReplication.java |    11 +-
 .../namenode/snapshot/TestXAttrWithSnapshot.java   |    71 +
 .../namenode/top/window/TestRollingWindow.java     |    84 -
 .../top/window/TestRollingWindowManager.java       |   102 -
 .../web/resources/TestWebHdfsDataLocality.java     |     8 +-
 .../hdfs/shortcircuit/TestShortCircuitCache.java   |    64 -
 .../shortcircuit/TestShortCircuitLocalRead.java    |     2 +-
 .../apache/hadoop/hdfs/tools/TestDebugAdmin.java   |   119 -
 .../offlineEditsViewer/TestOfflineEditsViewer.java |     9 +-
 .../offlineImageViewer/TestOfflineImageViewer.java |    91 +-
 .../TestOfflineImageViewerForAcl.java              |     5 +-
 .../hadoop/hdfs/util/TestByteArrayManager.java     |    43 +-
 .../hadoop/hdfs/util/TestChunkedArrayList.java     |    93 +
 .../hdfs/web/TestFSMainOperationsWebHdfs.java      |    80 +-
 .../org/apache/hadoop/hdfs/web/TestJsonUtil.java   |    22 +-
 .../org/apache/hadoop/hdfs/web/TestWebHDFS.java    |    45 -
 .../org/apache/hadoop/hdfs/web/TestWebHDFSAcl.java |     6 +-
 .../hdfs/web/TestWebHdfsFileSystemContract.java    |     4 +-
 .../hdfs/web/TestWebHdfsWithMultipleNameNodes.java |    13 +-
 .../org/apache/hadoop/tracing/TestTraceAdmin.java  |    12 +-
 .../org/apache/hadoop/tracing/TestTracing.java     |   179 +-
 .../tracing/TestTracingShortCircuitLocalRead.java  |     8 +-
 ...org.apache.hadoop.crypto.key.KeyProviderFactory |    16 -
 .../hadoop-hdfs/src/test/resources/editsStored     |   Bin 5850 -> 5065 bytes
 .../hadoop-hdfs/src/test/resources/editsStored.xml |   554 +-
 .../src/test/resources/hadoop-24-datanode-dir.tgz  |   Bin 657548 -> 637608 bytes
 .../src/test/resources/hdfs-site.malformed.xml     |   143 -
 .../resources/image-with-zero-block-size.tar.gz    |   Bin 1452 -> 0 bytes
 .../hadoop-hdfs/src/test/resources/testAclCLI.xml  |    53 -
 .../src/test/resources/testCryptoConf.xml          |    30 +-
 .../src/test/resources/testHDFSConf.xml            |   279 +-
 .../resources/testUpgradeFrom22FixesStorageIDs.tgz |   Bin 3260 -> 0 bytes
 .../resources/testUpgradeFrom22FixesStorageIDs.txt |    25 -
 .../testUpgradeFrom22via26FixesStorageIDs.tgz      |   Bin 3635 -> 0 bytes
 .../testUpgradeFrom22via26FixesStorageIDs.txt      |    25 -
 .../testUpgradeFrom26PreservesStorageIDs.tgz       |   Bin 3852 -> 0 bytes
 .../testUpgradeFrom26PreservesStorageIDs.txt       |    25 -
 hadoop-hdfs-project/pom.xml                        |     4 +-
 hadoop-mapreduce-project/CHANGES.txt               |   210 +-
 hadoop-mapreduce-project/bin/mapred                |    31 +-
 hadoop-mapreduce-project/bin/mapred-config.sh      |     2 +-
 hadoop-mapreduce-project/bin/mapred.cmd            |    20 +-
 hadoop-mapreduce-project/conf/mapred-env.cmd       |     2 +-
 .../hadoop-mapreduce-client-app/pom.xml            |     4 +-
 .../apache/hadoop/mapred/MapReduceChildJVM.java    |    34 +-
 .../hadoop/mapred/TaskAttemptListenerImpl.java     |     4 +-
 .../jobhistory/JobHistoryEventHandler.java         |    26 +-
 .../hadoop/mapreduce/v2/app/JobEndNotifier.java    |     1 +
 .../hadoop/mapreduce/v2/app/MRAppMaster.java       |     7 +-
 .../mapreduce/v2/app/client/MRClientService.java   |    24 +-
 .../v2/app/launcher/ContainerLauncherImpl.java     |    14 +-
 .../hadoop/mapreduce/v2/app/rm/RMCommunicator.java |     3 +-
 .../mapreduce/v2/app/rm/RMContainerAllocator.java  |    74 +-
 .../mapreduce/v2/app/rm/RMContainerRequestor.java  |    74 +-
 .../security/authorize/ClientHSPolicyProvider.java |    17 +-
 .../v2/app/speculate/DefaultSpeculator.java        |    62 +-
 .../mapreduce/v2/app/webapp/AppController.java     |     7 +-
 .../mapreduce/v2/app/webapp/CountersBlock.java     |     6 +-
 .../hadoop/mapreduce/v2/app/webapp/NavBlock.java   |     2 +-
 .../jobhistory/TestJobHistoryEventHandler.java     |    14 +-
 .../mapreduce/v2/app/TestMRClientService.java      |    16 -
 .../mapreduce/v2/app/TestRuntimeEstimators.java    |    16 -
 .../v2/app/job/impl/TestMapReduceChildJVM.java     |    71 +-
 .../v2/app/launcher/TestContainerLauncher.java     |    21 +-
 .../v2/app/rm/TestRMContainerAllocator.java        |   368 -
 .../mapreduce/v2/app/webapp/TestAMWebApp.java      |     2 +-
 .../hadoop-mapreduce-client-common/pom.xml         |     5 +-
 .../org/apache/hadoop/mapreduce/TypeConverter.java |     3 +-
 .../v2/api/protocolrecords/package-info.java       |     2 +
 .../mapreduce/v2/jobhistory/JHAdminConfig.java     |    11 +-
 .../apache/hadoop/mapreduce/v2/util/MRApps.java    |    86 +-
 .../apache/hadoop/mapreduce/TestTypeConverter.java |     6 +-
 .../hadoop-mapreduce-client-core/pom.xml           |     4 +-
 .../apache/hadoop/filecache/DistributedCache.java  |     2 +-
 .../org/apache/hadoop/mapred/ClusterStatus.java    |     4 +-
 .../org/apache/hadoop/mapred/FileInputFormat.java  |    12 +-
 .../org/apache/hadoop/mapred/FileOutputFormat.java |     6 +-
 .../main/java/org/apache/hadoop/mapred/IFile.java  |     2 +-
 .../java/org/apache/hadoop/mapred/IndexCache.java  |     2 +-
 .../org/apache/hadoop/mapred/JobACLsManager.java   |     1 +
 .../java/org/apache/hadoop/mapred/JobClient.java   |     8 +-
 .../java/org/apache/hadoop/mapred/JobConf.java     |    47 +-
 .../org/apache/hadoop/mapred/JobEndNotifier.java   |    27 +-
 .../org/apache/hadoop/mapred/LineRecordReader.java |     1 -
 .../java/org/apache/hadoop/mapred/MapTask.java     |     9 +-
 .../main/java/org/apache/hadoop/mapred/Mapper.java |     2 +-
 .../main/java/org/apache/hadoop/mapred/Merger.java |    11 +-
 .../org/apache/hadoop/mapred/QueueManager.java     |    34 +-
 .../org/apache/hadoop/mapred/RecordReader.java     |     2 +-
 .../java/org/apache/hadoop/mapred/Reducer.java     |    14 +-
 .../main/java/org/apache/hadoop/mapred/Task.java   |    28 +-
 .../apache/hadoop/mapred/TaskCompletionEvent.java  |    32 +-
 .../java/org/apache/hadoop/mapred/TaskLog.java     |     4 -
 .../org/apache/hadoop/mapred/TaskLogAppender.java  |     2 +-
 .../org/apache/hadoop/mapred/jobcontrol/Job.java   |     4 +-
 .../org/apache/hadoop/mapred/lib/ChainMapper.java  |    40 +-
 .../org/apache/hadoop/mapred/lib/ChainReducer.java |    44 +-
 .../hadoop/mapred/lib/CombineFileInputFormat.java  |     4 +-
 .../hadoop/mapred/lib/CombineFileRecordReader.java |     5 +
 .../org/apache/hadoop/mapred/lib/InputSampler.java |     2 +-
 .../apache/hadoop/mapred/lib/MultipleOutputs.java  |    29 +-
 .../hadoop/mapred/lib/MultithreadedMapRunner.java  |     8 +-
 .../apache/hadoop/mapred/lib/TokenCountMapper.java |     2 +-
 .../mapred/lib/aggregate/ValueAggregatorJob.java   |     2 +-
 .../lib/aggregate/ValueAggregatorReducer.java      |     3 +-
 .../apache/hadoop/mapred/lib/db/DBInputFormat.java |     6 +-
 .../java/org/apache/hadoop/mapreduce/Cluster.java  |     1 -
 .../apache/hadoop/mapreduce/ClusterMetrics.java    |     6 +-
 .../org/apache/hadoop/mapreduce/CryptoUtils.java   |    10 +-
 .../main/java/org/apache/hadoop/mapreduce/Job.java |    54 +-
 .../org/apache/hadoop/mapreduce/JobContext.java    |     2 +
 .../hadoop/mapreduce/JobResourceUploader.java      |   363 -
 .../hadoop/mapreduce/JobSubmissionFiles.java       |     2 +-
 .../org/apache/hadoop/mapreduce/JobSubmitter.java  |   329 +-
 .../org/apache/hadoop/mapreduce/MRJobConfig.java   |    66 +-
 .../java/org/apache/hadoop/mapreduce/Mapper.java   |     9 +-
 .../java/org/apache/hadoop/mapreduce/Reducer.java  |    12 +-
 .../hadoop/mapreduce/TaskCompletionEvent.java      |    32 +-
 .../mapreduce/counters/FileSystemCounterGroup.java |     4 +-
 .../hadoop/mapreduce/counters/package-info.java    |     2 +
 .../mapreduce/filecache/DistributedCache.java      |     9 +-
 .../lib/aggregate/ValueAggregatorJob.java          |     4 +-
 .../apache/hadoop/mapreduce/lib/chain/Chain.java   |     9 +-
 .../hadoop/mapreduce/lib/chain/ChainMapper.java    |    10 +-
 .../hadoop/mapreduce/lib/chain/ChainReducer.java   |    14 +-
 .../hadoop/mapreduce/lib/db/DBInputFormat.java     |    38 +-
 .../apache/hadoop/mapreduce/lib/db/DBWritable.java |     2 +-
 .../mapreduce/lib/db/DataDrivenDBInputFormat.java  |     5 +-
 .../lib/db/OracleDataDrivenDBInputFormat.java      |     2 +-
 .../lib/fieldsel/FieldSelectionHelper.java         |     2 +-
 .../lib/input/CombineFileRecordReader.java         |     5 +
 .../mapreduce/lib/input/DelegatingInputFormat.java |     2 +-
 .../mapreduce/lib/input/FileInputFormat.java       |    12 +-
 .../mapreduce/lib/input/LineRecordReader.java      |     1 -
 .../mapreduce/lib/jobcontrol/ControlledJob.java    |     2 +-
 .../apache/hadoop/mapreduce/lib/join/Parser.java   |     2 +-
 .../hadoop/mapreduce/lib/join/TupleWritable.java   |     2 +-
 .../mapreduce/lib/map/MultithreadedMapper.java     |     6 +-
 .../mapreduce/lib/output/FileOutputCommitter.java  |   213 +-
 .../mapreduce/lib/output/FileOutputFormat.java     |     2 +-
 .../mapreduce/lib/output/MultipleOutputs.java      |    13 +-
 .../mapreduce/lib/partition/BinaryPartitioner.java |     2 +-
 .../mapreduce/lib/partition/InputSampler.java      |     2 +-
 .../lib/partition/TotalOrderPartitioner.java       |     2 +-
 .../mapreduce/security/SecureShuffleUtils.java     |    15 +-
 .../hadoop/mapreduce/task/JobContextImpl.java      |     2 +
 .../hadoop/mapreduce/task/reduce/Fetcher.java      |    73 +-
 .../mapreduce/task/reduce/InMemoryReader.java      |     4 +-
 .../mapreduce/task/reduce/OnDiskMapOutput.java     |     9 +-
