File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors,CatchAndDoNothing_AntiPattern,CatchAndReturnNull_AntiPattern,CatchQuantity,CatchRecoverability_AntiPattern,CatchSizeLOC,CatchSizeSLOC,DummyCatch_AntiPattern,IncompleteImplementation_AntiPattern,LogAndThrow_AntiPattern,OverCatch_AntiPattern,ThrowKitchenSink_AntiPattern
S3FileSystem.java,2,2,2,1,10,0,9,0,2,3,0,28,28,25,3,28,3,7,0,18,391,43,304,118,162,45,136,205,99,106,8,8,9,6,3,0.15,63,63,66,40,3,1,2,0,14,0,0,1,0,1,0,0,0,0,0,58
S3FileSystemConfigKeys.java,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,47,4,21,20,10,22,14,15,15,0,0,0,0,0,0,1.05,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,58
S3FileSystemException.java,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,36,4,12,9,2,20,6,8,7,1,1,1,1,1,0,1.67,1,1,1,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,58
S3InputStream.java,2,2,2,1,10,0,9,0,1,0,1,13,13,13,9,13,0,1,0,12,215,35,155,61,73,25,73,107,47,60,6,6,7,3,2,0.16,32,32,35,15,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,57
S3OutputStream.java,2,2,2,1,13,1,10,1,1,0,1,11,11,11,15,11,0,5,0,6,235,46,156,63,82,33,92,119,53,66,4,4,5,1,2,0.21,26,26,30,11,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,58
SchedulerMetrics.java,1,1,1,1,6,0,6,0,3,0,0,10,11,11,5,11,0,0,0,11,104,13,74,33,28,17,34,49,31,18,2,2,2,1,1,0.23,12,12,12,10,0,2,0,1,2,0,0,0,0,0,0,6,0,0,1,1794
SecurityHandler.java,1,1,1,1,3,0,3,0,1,0,1,7,10,10,0,10,0,0,0,10,68,13,33,18,8,22,17,25,18,7,1,1,1,1,0,0.67,7,7,7,7,0,2,1,0,2,0,0,0,0,0,0,1,0,0,5,1674
SetAttr3.java,1,1,1,1,7,0,7,0,2,0,3,15,13,15,13,15,0,0,0,15,177,21,133,33,78,23,70,98,30,68,9,9,9,1,1,0.17,29,29,29,15,0,2,0,1,2,0,0,0,0,0,0,0,0,0,5,1674
SETATTR3Request.java,1,1,1,1,6,0,6,0,1,1,0,6,6,5,3,6,0,0,0,6,85,10,48,21,21,27,27,36,19,17,2,2,2,1,1,0.56,8,8,8,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,1674
SETATTR3Response.java,1,1,1,1,4,0,4,0,1,1,0,5,5,4,1,5,0,0,0,5,54,7,27,13,10,20,14,20,12,8,1,1,1,1,0,0.74,5,5,5,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,1674
SignerSecretProvider.java,1,1,1,1,4,0,1,3,1,0,0,1,4,4,0,4,0,0,0,4,63,5,14,13,0,44,8,10,10,0,1,1,1,1,0,3.14,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,2,0,1,3,20
SimpleCopyListing.java,3,3,4,1,19,1,15,2,1,2,1,15,15,13,2,15,0,8,5,2,362,40,258,102,155,64,103,155,77,78,12,12,13,3,6,0.25,47,47,66,17,2,8,1,3,8,0,0,0,0,0,0,3,0,0,1,1423
SimpleTcpClient.java,1,1,1,1,9,1,7,1,2,0,0,5,5,5,5,5,0,0,1,4,87,12,50,24,23,25,31,38,24,14,2,2,2,1,1,0.5,6,6,6,5,0,2,0,0,1,0,0,0,0,0,0,1,0,0,5,1674
SimpleTcpClientHandler.java,1,1,1,1,5,0,4,1,1,0,1,4,4,4,1,4,0,0,0,4,64,6,33,20,9,25,18,24,17,7,2,2,2,1,1,0.76,5,5,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1674
SimpleTcpServer.java,1,1,1,1,12,0,9,1,2,0,1,5,5,5,6,5,0,0,0,5,107,12,65,27,32,31,38,47,28,19,3,3,3,1,1,0.48,8,8,8,5,31,5,0,2,5,0,0,0,0,0,0,0,0,0,5,1674
SimpleUdpClient.java,2,2,2,1,14,0,12,1,1,0,0,3,3,3,5,3,0,0,0,3,83,8,51,29,27,24,30,37,23,14,4,4,4,1,2,0.47,6,6,6,3,0,4,1,1,2,0,0,0,0,0,0,0,0,0,5,1674
SimpleUdpServer.java,1,1,1,1,9,1,8,0,1,0,1,4,4,4,8,4,0,0,0,4,89,12,54,29,25,24,36,43,27,16,3,3,3,1,1,0.44,6,6,6,4,33,4,0,1,4,0,0,0,0,0,0,1,0,0,5,1674
SLSConfiguration.java,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,73,5,44,43,37,24,34,35,35,0,0,0,0,0,0,0.55,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1790
SLSRunner.java,3,3,4,1,31,1,27,2,1,3,4,13,13,10,20,13,0,7,0,6,530,43,428,192,291,60,259,317,166,151,10,10,10,4,4,0.14,49,49,53,18,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,1775
SLSUtils.java,2,2,2,1,22,0,19,2,1,4,0,4,4,0,0,4,0,0,0,4,137,9,101,60,56,28,58,77,54,23,4,4,4,1,3,0.28,11,11,11,4,0,2,0,2,2,0,0,0,0,0,0,6,0,0,1,1796
SLSWebApp.java,6,6,8,1,46,2,37,6,2,0,1,10,10,10,24,10,0,5,0,5,532,40,413,124,280,80,200,262,111,151,33,33,47,1,4,0.19,64,64,80,10,0,2,0,3,2,0,0,2,0,2,0,8,0,0,2,1797
StabilityOptions.java,4,4,5,2,12,0,12,0,1,3,3,3,3,0,0,3,0,0,0,3,70,7,46,18,27,17,27,42,20,22,5,5,6,4,2,0.37,13,13,15,6,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
StatListener.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,32,3,4,3,0,25,2,3,3,0,0,0,0,0,0,6.25,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,2,0,0,0,1506
StreamInputFormat.java,5,5,6,1,43,6,34,3,1,0,0,1,1,1,0,1,0,0,0,1,82,13,44,18,22,25,24,30,16,14,5,5,6,1,1,0.57,5,5,6,1,0,1,0,0,4,0,0,2,0,2,0,1,0,0,3,1801
StreamJob.java,4,4,5,1,31,1,27,2,1,1,3,29,29,28,42,29,4,5,10,10,1098,99,903,235,649,102,492,627,216,411,45,45,57,8,5,0.11,133,133,156,40,0,1,3,2,16,0,0,11,1,18,2,0,0,0,1,1799
StubContext.java,1,1,1,1,4,0,3,0,3,1,0,16,16,15,7,16,0,0,0,16,139,31,82,50,23,26,33,52,38,14,1,1,1,1,0,0.32,16,16,16,16,0,2,0,1,2,0,0,0,0,0,0,10,0,0,7,1441
Summarizer.java,1,1,1,1,4,0,4,0,1,0,1,7,7,7,2,7,6,0,0,1,75,10,39,20,13,26,19,27,16,11,1,1,1,1,0,0.67,7,7,7,7,0,1,1,0,4,0,0,0,0,0,0,2,0,0,0,1506
SwiftAuthenticationFailedException.java,1,1,1,1,5,0,5,0,1,0,0,3,3,3,0,3,0,0,0,3,48,7,21,14,3,20,6,10,7,3,1,1,1,1,0,0.95,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftBadRequestException.java,1,1,1,1,5,0,5,0,1,0,0,3,3,3,0,3,0,0,0,3,49,7,21,14,3,21,6,10,7,3,1,1,1,1,0,1,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftConfigurationException.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,33,3,9,4,2,21,3,6,4,2,1,1,1,1,0,2.33,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftConnectionClosedException.java,1,1,1,1,3,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,36,5,11,6,3,20,4,7,5,2,1,1,1,1,0,1.82,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftConnectionException.java,1,1,1,1,2,0,2,0,1,0,0,3,3,3,0,3,0,0,0,3,35,4,11,5,2,20,3,7,5,2,1,1,1,1,0,1.82,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftException.java,1,1,1,1,3,0,3,0,1,0,0,4,4,4,0,4,0,0,0,4,43,6,16,7,4,21,6,11,7,4,1,1,1,1,0,1.31,4,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftFileStatus.java,1,1,1,1,8,0,6,2,1,0,0,8,8,8,0,8,0,0,0,8,110,12,60,34,18,38,20,29,14,15,1,1,2,1,0,0.63,8,8,9,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1692
SwiftInternalStateException.java,1,1,1,1,3,0,3,0,1,0,0,3,3,3,0,3,0,0,0,3,38,5,12,5,3,21,4,8,5,3,1,1,1,1,0,1.75,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftInvalidResponseException.java,1,1,1,1,9,0,7,1,1,0,0,8,8,8,4,8,0,0,0,8,117,14,72,26,35,31,40,52,19,33,3,3,3,1,2,0.43,11,11,12,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1675
SwiftJsonMarshallingException.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,33,4,9,4,2,20,3,6,4,2,1,1,1,1,0,2.22,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftNativeOutputStream.java,2,2,2,1,15,0,10,4,1,0,2,19,19,19,13,19,4,8,1,6,389,28,249,76,145,112,114,156,60,96,7,7,9,1,4,0.45,40,40,46,19,0,2,0,1,1,0,0,2,0,4,0,1,0,0,3,1692
SwiftOperationFailedException.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,35,4,9,4,2,22,3,6,4,2,1,1,1,1,0,2.44,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftProtocolConstants.java,0,0,0,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,270,41,87,86,73,142,72,73,73,0,0,0,0,0,0,1.63,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1691
SwiftRestClient.java,1,1,1,1,16,0,10,4,21,7,2,99,101,94,29,101,0,28,28,45,1877,189,1106,310,676,583,407,596,267,329,14,14,17,5,4,0.53,180,175,190,107,6,2,0,2,2,0,1,14,1,19,8,0,0,0,1,1691
SwiftThrottledRequestException.java,1,1,1,1,6,0,6,0,1,0,0,1,1,1,0,1,0,0,0,1,37,4,12,9,1,21,4,6,5,1,1,1,1,1,0,1.75,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SwiftUnsupportedFeatureException.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,30,3,6,3,1,21,2,4,3,1,1,1,1,1,0,3.5,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
SYMLINK3Request.java,1,1,1,1,5,0,5,0,1,1,0,6,6,5,3,6,0,0,0,6,72,9,43,21,19,22,27,34,19,15,1,1,1,1,0,0.51,6,6,6,6,3,4,0,0,4,0,0,0,0,0,0,0,0,0,5,1674
SYMLINK3Response.java,1,1,1,1,6,0,6,0,1,1,0,7,7,6,3,7,0,0,0,7,87,11,56,23,26,20,34,44,21,23,2,2,2,1,1,0.36,9,9,9,7,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,1674
SysSecurityHandler.java,1,1,1,1,3,0,3,0,1,0,0,7,7,7,2,7,0,0,0,7,66,10,39,22,9,17,15,23,15,8,1,1,1,1,0,0.44,7,7,7,7,0,3,1,0,3,0,0,0,0,0,0,1,0,0,5,1674
TaskRunner.java,1,1,1,1,6,0,6,0,2,0,0,16,19,19,11,19,0,3,0,16,185,26,139,54,62,20,65,94,46,48,5,5,5,1,3,0.14,26,26,26,16,0,1,1,0,7,0,0,1,0,2,0,6,0,0,1,1793
Tenant.java,1,1,1,1,6,0,3,3,1,0,0,8,8,8,4,8,0,0,0,8,107,15,33,16,8,59,14,23,15,8,1,1,1,1,0,1.79,8,8,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1675
TestAMSimulator.java,1,1,1,1,5,0,5,0,2,0,0,6,6,6,2,6,0,0,3,3,86,10,57,33,18,19,30,38,25,13,1,1,1,1,0,0.33,6,6,6,6,0,1,1,0,1,0,0,0,0,0,0,8,0,0,2,1797
TestChangeOrgNameAndDomain.java,1,1,1,1,6,0,6,0,1,0,0,1,1,1,0,1,0,0,0,1,32,4,11,6,4,17,6,8,5,3,1,1,1,1,0,1.55,1,1,1,1,32,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1674
TestCopyFiles.java,2,2,2,1,23,1,20,1,6,16,9,43,43,27,3,43,12,10,0,21,1119,115,939,306,733,107,586,700,308,392,10,10,10,5,4,0.11,100,100,100,51,0,1,0,0,11,0,0,2,0,2,0,3,0,0,4,1504
TestCredentialsSys.java,1,1,1,1,14,3,11,0,1,0,0,1,1,1,0,1,0,0,0,1,46,7,19,11,9,20,14,16,10,6,1,1,1,1,0,1.05,1,1,1,1,0,2,0,1,2,0,0,0,0,0,0,1,0,0,5,1674
TestDistCh.java,2,2,2,1,16,2,14,0,3,2,5,8,8,6,6,8,6,1,0,1,222,36,167,68,102,19,121,142,69,73,4,4,5,1,3,0.11,17,17,19,8,0,1,0,0,10,0,0,0,0,0,0,3,0,0,4,1498
TestDistCpSystem.java,1,1,1,1,13,1,11,0,2,2,2,11,11,9,2,11,2,4,0,5,204,31,152,82,82,21,79,104,60,44,8,8,8,1,3,0.14,21,21,21,11,0,1,1,1,1,0,0,0,0,0,0,10,0,0,7,1441
TestDistCpWithAcls.java,1,1,1,1,9,0,6,2,2,9,3,23,23,14,0,23,0,7,0,16,329,43,198,83,89,91,89,116,57,59,2,2,2,1,1,0.46,24,24,24,23,0,1,0,0,1,0,0,0,0,0,0,10,0,0,7,1443
TestDistCpWithRawXAttrs.java,1,1,1,1,11,0,11,0,1,3,16,8,8,5,0,8,0,3,0,5,170,20,127,51,79,23,69,87,44,43,5,5,5,1,3,0.18,14,14,14,8,0,1,0,1,1,0,0,0,0,0,0,11,0,0,7,1446
TestDistCpWithXAttrs.java,1,1,1,1,8,0,6,1,2,4,26,18,18,14,0,18,0,2,0,16,281,41,187,88,101,56,118,140,68,72,2,2,2,1,1,0.3,19,19,19,18,0,2,0,0,2,0,0,0,0,0,0,10,0,0,7,1442
TestExternalCall.java,1,1,1,1,9,1,7,1,3,1,4,10,10,9,2,10,0,2,0,8,166,31,108,57,52,28,63,79,49,30,2,2,2,1,1,0.26,12,12,12,10,0,1,0,0,1,0,0,2,1,4,0,11,0,0,7,1445
TestFileBasedCopyListing.java,1,1,1,1,13,1,11,0,1,3,6,33,33,30,0,33,0,16,0,17,549,102,428,118,294,23,253,315,101,214,4,4,5,4,3,0.05,55,55,56,36,0,3,1,0,3,0,0,15,0,30,0,10,0,0,7,1441
TestFileHandle.java,1,1,1,1,12,1,10,1,1,0,0,1,1,1,0,1,0,0,0,1,40,4,18,11,8,18,12,14,10,4,1,1,1,1,0,1,1,1,1,1,0,4,0,0,4,0,0,0,0,0,0,1,0,0,5,1674
TestFrameDecoder.java,1,1,1,1,16,1,13,2,2,4,1,11,11,7,0,11,3,1,3,4,273,37,183,84,122,63,122,140,70,70,4,4,4,3,3,0.34,16,16,16,15,0,8,2,0,5,0,0,1,1,1,2,1,0,0,5,1674
TestGetGroups.java,1,1,1,1,4.333333333,0,4.333333333,0,1.666666667,0.666666667,1,4,4,3.333333333,0.666666667,4,0,0,1.333333333,2.666666667,66.66666667,9.333333333,38.33333333,21.33333333,12.33333333,19.33333333,20.66666667,26,18,8,1.666666667,1.666666667,2,1,0.333333333,0.616666667,5,5,5.333333333,4,0,1,2,2,12,0,0,0,0,0,0,3,0,0,4,1497
TestGlobbedCopyListing.java,1,1,1,1,10,0,9,0,1,6,3,8,8,2,0,8,0,5,0,3,139,17,103,51,55,19,66,81,48,33,4,4,5,3,2,0.18,11,11,12,10,0,4,1,0,4,0,0,0,0,0,0,10,0,0,7,1441
TestIntegration.java,1,1,1,1,13,1,12,0,2,2,5,37,37,35,0,37,0,14,1,22,619,106,494,117,334,23,260,336,89,247,3,3,4,1,3,0.05,66,66,67,37,0,5,1,0,4,0,0,24,0,46,0,10,0,0,7,1441
TestKMSAudit.java,1,1,1,1,11,0,10,0,2,0,0,7,7,7,5,7,0,1,0,6,135,13,103,37,62,19,67,76,33,43,1,1,1,1,0,0.18,7,7,7,7,0,3,1,1,1,0,0,0,0,0,0,2,0,0,2,1605
TestLogalyzer.java,1,1,1,1,27,6,19,2,1,0,5,3,3,3,0,3,0,2,0,1,132,27,82,43,58,23,68,72,37,35,1,1,1,1,0,0.28,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,1499
TestMiniKdc.java,1,1,1,1,14,0,12,0,2,3,1,8,8,5,3,8,0,2,0,6,173,19,132,54,80,22,77,93,46,47,3,3,3,1,1,0.17,13,13,13,8,22,4,2,0,4,0,0,0,0,0,0,1,0,0,0,1674
TestNfsExports.java,1,1,1,1,8,0,8,0,1,0,3,18,18,18,4,18,0,0,0,18,227,25,179,84,116,24,72,92,51,41,3,3,3,3,2,0.13,20,20,20,20,22,1,2,0,8,0,0,0,0,0,0,1,0,0,5,1674
TestNfsTime.java,1,1,1,1,8,1,6,1,1,0,0,2,2,2,0,2,0,0,0,2,47,6,21,14,8,20,13,16,12,4,1,1,1,1,0,0.95,2,2,2,2,0,3,0,0,3,0,0,0,0,0,0,1,0,0,5,1674
TestNMSimulator.java,1,1,1,1,16,1,14,1,1,0,0,4,4,4,3,4,0,1,0,3,110,12,77,33,49,21,48,54,28,26,2,2,3,1,1,0.27,5,5,6,4,0,2,1,1,2,0,0,0,0,0,0,8,0,0,2,1798
