File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors
AMRMClientAsyncImpl.java,1,1,1,1,11,0,8,3,3,0,1,19,19,19,7,19,0,0,3,16,317,34,209,83,94,74,103,143,64,79,9,9,9,8,4,0.35,36,36,36,31,13,1,0,4,11
AMRMClientImpl.java,3,3,4,1,23,1,18,2,3,1,2,27,27,26,16,27,2,8,5,12,800,81,611,204,357,108,262,385,162,223,12,12,13,5,5,0.18,100,100,112,40,50,1,4,6,43
AMRMTokenIdentifier.java,1,1,1,1,4,0,4,0,2,0,1,13,13,13,1,13,0,0,1,12,135,19,94,50,28,22,39,59,36,23,3,3,3,3,1,0.23,18,18,18,15,0,4,0,1,3
AMRMTokenIdentifierForTest.java,1,1,1,1,3,0,3,0,1,0,2,15,15,15,2,15,0,0,0,15,130,25,88,46,29,17,46,64,39,25,3,3,3,3,1,0.19,17,17,17,17,0,1,0,0,1
AMRMTokenSecretManager.java,1,1,1,1,12,0,11,1,3,0,1,18,18,18,11,18,1,0,1,16,335,29,262,97,143,44,112,152,69,83,5,5,6,3,2,0.17,27,27,28,20,14,7,0,0,6
AMRMTokenSecretManagerState.java,1,1,1,1,8,0,8,0,1,2,0,2,7,5,0,7,0,0,0,7,76,9,40,31,8,27,20,23,17,6,1,1,1,1,0,0.68,2,2,2,2,0,1,0,0,1
AMRMTokenSecretManagerStatePBImpl.java,2,2,2,1,6,0,6,0,1,0,0,12,12,12,5,12,0,5,0,7,126,16,93,32,48,17,45,68,27,41,4,4,4,3,1,0.18,25,25,26,16,0,1,0,0,1
AMRMTokenSelector.java,3,3,4,2,11,0,11,0,1,0,1,2,2,2,0,2,0,1,0,1,65,7,41,21,15,17,18,26,15,11,4,4,5,4,2,0.41,6,6,8,5,0,2,0,0,1
AMSimulator.java,1,1,1,1,13,0,11,1,4,0,1,20,23,23,18,23,0,3,7,13,386,36,300,149,156,51,179,211,120,91,6,6,6,1,2,0.17,30,30,30,20,0,3,1,2,2
AMStartedEvent.java,1,1,1,1,8,0,3,4,1,0,0,13,13,13,2,13,1,0,0,12,159,18,64,30,21,77,27,41,23,18,1,1,1,1,0,1.2,13,13,13,13,0,3,0,1,3
AMWebApp.java,1,1,1,1,19,0,19,0,1,0,0,1,1,1,0,1,0,0,0,1,51,5,26,7,17,20,18,20,6,14,1,1,1,1,0,0.77,1,1,1,1,0,1,0,0,6
AMWebServices.java,2,2,2,1,13,0,10,1,1,3,0,21,21,18,3,21,2,1,0,18,412,37,321,159,143,54,157,207,106,101,6,6,7,3,3,0.17,50,50,53,25,0,9,0,0,9
And.java,1,1,1,1,6,0,5,1,1,1,2,6,6,5,0,6,0,0,0,6,84,9,48,26,22,27,19,29,16,13,3,3,3,3,2,0.56,8,8,8,8,84,1,0,0,1
AnnotatedSecurityInfo.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,0,2,40,7,13,8,2,20,5,8,6,2,1,1,1,1,0,1.54,2,2,2,2,0,1,0,0,4
AnonymizableDataType.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,28,2,6,5,0,20,4,5,5,0,0,0,0,0,0,3.33,0,0,0,0,0,1,0,0,1
Anonymizer.java,3,3,3,1,25,3,18,3,1,2,0,8,8,6,9,8,0,5,0,3,273,40,185,62,120,48,116,144,58,86,6,6,7,3,3,0.26,25,25,26,10,0,1,0,0,4
AnonymousAWSCredentialsProvider.java,1,1,1,1,2,0,2,0,1,0,0,3,3,3,0,3,0,0,0,3,37,6,14,9,2,17,6,10,8,2,1,1,1,1,0,1.21,3,3,3,3,0,1,0,0,1
ApiKeyAuthenticationRequest.java,1,1,1,1,6,0,3,2,1,0,0,4,4,4,1,4,0,0,0,4,66,7,22,10,7,37,8,13,8,5,1,1,1,1,0,1.68,4,4,4,4,0,1,0,0,1
ApiKeyCredentials.java,1,1,1,1,6,0,3,2,1,0,0,7,7,7,2,7,0,0,0,7,87,11,29,12,9,47,10,18,11,7,2,2,2,1,0,1.62,8,8,8,7,0,1,0,0,1
App.java,1,1,1,1,3,0,3,0,1,0,0,5,5,5,3,5,3,0,0,2,54,9,28,17,5,17,14,20,15,5,1,1,1,1,0,0.61,5,5,5,5,0,1,0,0,3
AppAddedSchedulerEvent.java,1,1,1,1,4,0,4,0,1,0,0,8,8,8,5,8,0,0,0,8,71,12,42,20,13,17,21,30,17,13,1,1,1,1,0,0.4,8,8,8,8,0,1,2,0,7
AppAttemptAddedSchedulerEvent.java,1,1,1,1,4,0,4,0,1,0,0,5,5,5,3,5,0,0,0,5,56,9,30,16,8,17,13,19,11,8,1,1,1,1,0,0.57,5,5,5,5,0,6,1,0,2
AppAttemptBlock.java,5,5,6,2,30,2,27,0,3,0,1,6,6,6,2,6,0,1,2,3,232,21,190,54,131,21,76,98,51,47,23,23,31,6,2,0.11,30,30,38,13,140,1,0,2,10
AppAttemptFinishedEvent.java,1,1,1,1,4,0,4,0,1,0,0,8,8,8,6,8,0,0,0,8,82,13,51,28,14,18,24,33,19,14,1,1,1,1,0,0.35,8,8,8,8,0,1,0,0,1
AppAttemptInfo.java,1,1,1,1,4,0,4,0,1,0,0,8,8,8,7,8,0,0,0,8,84.5,13,54,25.5,18.5,18,30,40.5,23.5,17,2.5,2.5,2.5,1,1.5,0.335,9.5,9.5,9.5,8,0,1,0,3,10
AppAttemptMetricsConstants.java,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,64,16,31,30,12,17,15,16,16,0,0,0,0,0,0,0.55,0,0,0,0,0,1,0,0,1
AppAttemptPage.java,1,1,1,1,8.5,1,7.5,0,1,0,0,2.5,2.5,2.5,0,2.5,0,0,2.5,0,58,10,31,15.5,13.5,17,17.5,21,13.5,7.5,2,2,2,1,0,0.555,3.5,3.5,3.5,2.5,17,3,0,1,6
AppAttemptRegisteredEvent.java,1,1,1,1,4,0,4,0,1,0,0,8,8,8,6,8,0,0,0,8,81,13,50,27,14,18,23,32,18,14,1,1,1,1,0,0.36,8,8,8,8,0,1,0,0,1
AppAttemptRemovedSchedulerEvent.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,3,4,0,0,0,4,50,8,25,13,7,17,13,18,11,7,1,1,1,1,0,0.68,4,4,4,4,0,3,0,0,1
AppAttemptsInfo.java,1,1,1,1,2.5,0,2,0,1,0,0,3,3,3,1,3,0,0,0,3,46,8.5,20,14,3,18,9,13,11,2,1,1,1,1,0,0.9,3,3,3,3,0,1,0,0,3
AppBlock.java,4,4,5,1,33,2,30,0,4,0,1,8,8,8,3,8,0,2,3,3,323,26,274,79,194,23,117,143,74,69,24,24,30,8,1,0.08,38,34,44,15,182,4,1,9,30
AppChecker.java,1,1,1,1,3,0,3,0,1,0,0,2,4,4,0,4,0,0,0,4,65,8,23,18,2,34,11,14,12,2,1,1,1,1,0,1.48,2,2,2,2,65,1,0,0,1
AppContext.java,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,15,15,0,0,0,70,20,30,29,0,20,26,27,27,0,0,0,0,0,0,0.67,0,0,0,0,0,1,0,0,13
AppController.java,2,2,2,1,13,0,10,3,1,0,2,26,26,26,1,26,4,0,9,13,428,38,290,67,171,100,133,189,65,124,6,6,6,1,3,0.34,57,57,58,26,2,1,0,1,19
AppControllerForTest.java,1,1,1,1,4,0,4,0,1,0,1,11,11,11,6,11,0,0,2,9,115,22,73,35,29,20,39,55,33,22,2,2,2,1,1,0.27,15,15,15,11,0,1,0,0,1
AppendOp.java,2,2,2,1,23,0,20,3,1,0,1,3,3,3,0,3,2,0,1,0,119,8,76,28,49,36,46,54,27,27,6,6,6,1,2,0.47,8,8,8,3,0,1,0,1,4
AppendTestUtil.java,1,1,1,1,10,0,8,1,2,17,8,18,18,1,0,18,4,1,1,12,258,28,186,77,109,46,114,149,72,77,5,5,7,1,2,0.25,33,33,35,18,56,1,0,0,13
AppForTest.java,1,1,1,1,3,0,3,0,1,0,0,3,3,3,0,3,0,0,0,3,41,5,16,9,3,20,7,11,8,3,1,1,1,1,0,1.25,3,3,3,3,0,1,0,0,1
AppInfo.java,1,1,1,1,4,0,4,0,1,0,0,17.25,17.25,17.25,15.5,17.25,0,0,0,17.25,155,25,111.75,52,41.5,19,61,82.25,48,34.25,4.25,4.25,6.25,1,1.5,0.2725,20.5,20.5,22.5,17.25,11,1,2,14,25
Application.java,1,1,1,0.666666667,10.66666667,0.333333333,7.666666667,1.666666667,1,1,1.333333333,11,12.33333333,11.33333333,6,12.33333333,3.666666667,2.666666667,0,6,250.6666667,34,174.6666667,83,93.66666667,42.66666667,98.33333333,122.6666667,70.66666667,52,4.333333333,4.333333333,4.666666667,2,1.666666667,0.656666667,22.66666667,22.66666667,23.33333333,13,0,1,1,1,31
ApplicationAccessType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,2,42,4,9,8,0,29,4,4,4,0,1,1,1,1,0,3.22,2,2,2,2,0,1,0,0,2
ApplicationACLsManager.java,2,2,2,1,13,0,10,2,1,0,2,6,6,6,3,6,0,0,0,6,141,15,92,45,43,34,42,58,36,22,8,8,10,3,2,0.37,14,14,16,8,8,1,0,1,12
ApplicationACLsUpdatedEvent.java,1,1,1,1,4,0,4,0,1,0,0,3,3,3,2,3,0,0,0,3,45,9,19,10,5,17,9,13,8,5,1,1,1,1,0,0.89,3,3,3,3,0,1,0,0,1
ApplicationAttemptFinishData.java,1,1,1,1,13,0,13,0,1,1,0,1,11,10,0,11,0,0,0,11,95,15,59,51,7,21,24,26,20,6,1,1,1,1,0,0.36,1,1,1,1,0,1,0,0,1
ApplicationAttemptFinishDataPBImpl.java,1,1,1,1,6,0,6,0,1,0,0,25,25,25,4,25,0,9,0,16,239,32,190,72,86,17,78,120,48,72,4,4,4,3,1,0.09,47,47,49,29,0,2,0,0,1
ApplicationAttemptHistoryData.java,1,1,1,1,3,0,3,0,1,1,0,17,17,16,8,17,0,0,0,17,171,29,121,78,26,21,41,59,34,25,1,1,1,1,0,0.17,17,17,17,17,0,3,0,0,1
ApplicationAttemptId.java,2,2,2,1,9,0,9,0,2,1,2,6,11,10,0,11,0,0,3,8,142,16,92,51,43,34,44,57,29,28,6,6,6,6,1,0.37,12,12,12,11,0,1,1,0,12
ApplicationAttemptIdPBImpl.java,1,1,1,1,3,0,3,0,1,0,0,10,10,10,3,10,0,2,2,6,89,14,58,29,20,17,27,39,22,17,2,2,2,1,1,0.29,11,11,11,10,0,1,1,0,6
ApplicationAttemptNotFoundException.java,1,1,1,1,3,0,3,0,1,0,1,3,3,3,0,3,0,0,0,3,52,7,21,14,4,24,11,15,12,3,1,1,1,1,0,1.14,3,3,3,3,0,3,0,0,3
ApplicationAttemptReport.java,1,1,1,1,16,0,16,0,1,1,0,1,17,16,0,17,0,0,0,17,174,20,77,66,10,77,31,33,24,9,1,1,1,1,0,1,1,1,1,1,23,4,0,0,4
ApplicationAttemptReportPBImpl.java,2,2,2,1,6,0,6,0,1,0,0,31,31,31,5,31,0,9,0,22,289,39,233,82,113,17,97,151,56,95,4,4,5,3,1,0.07,62,62,65,37,0,3,0,0,3
ApplicationAttemptStartData.java,1,1,1,1,11,0,11,0,1,1,0,1,9,8,0,9,0,0,0,9,82,13,48,41,6,21,20,22,17,5,1,1,1,1,0,0.44,1,1,1,1,0,1,0,0,1
ApplicationAttemptStartDataPBImpl.java,1,1,2,1,6,0,6,0,1,0,0,21,21,21,5,21,0,7,0,14,208,28,163,60,76,17,67,103,42,61,4,4,5,3,1,0.1,40,40,43,27,0,2,0,0,1
ApplicationAttemptStateData.java,1,1,1,1,15,0,15,0,1,2,0,2,27,25,0,27,0,0,0,27,185,29,85,66,17,71,51,54,40,14,2,2,2,1,0,0.84,3,3,3,2,36,1,0,1,10
ApplicationAttemptStateDataPBImpl.java,2,2,2,1,6,0,6,0,1,4,2,39,39,35,6,39,0,7,0,32,383,44,322,120,160,17,148,216,86,130,4,4,4,3,2,0.05,80,80,81,47,60,1,0,1,11
ApplicationBaseProtocol.java,0,0,0,0,0,0,0,0,1,0,0,0,9,9,0,9,0,0,0,9,335,14,84,83,0,237,42,43,43,0,0,0,0,0,0,2.82,0,0,0,0,335,2,0,0,2
ApplicationClassLoader.java,2.5,2.5,3.5,1,11.5,0.5,10,1,1.5,1,2.5,5,5,4,2.5,5,0.5,0,0.5,4,151.5,16,103.5,36.5,52,34.5,41.5,65,28,37,6,6,7.5,3.5,2.5,0.675,20.5,20.5,25,7.5,40,4,0,0,9
ApplicationCLI.java,5,5,6,3,43,0,37,5,1,1,10,12,12,11,1,12,1,9,0,2,615,27,508,125,392,80,287,355,103,252,32,32,35,22,7,0.16,65,65,72,42,127,2,6,5,27
ApplicationClientProtocol.java,0,0,0,0,0,0,0,0,1,0,0,0,14,14,0,14,0,0,0,14,422,17,121,120,0,284,60,61,61,0,0,0,0,0,0,2.35,0,0,0,0,311,1,1,1,13
ApplicationClientProtocolPB.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,3,11,10,0,17,5,6,6,0,0,0,0,0,0,1.55,0,0,0,0,0,1,0,0,2
ApplicationClientProtocolPBClientImpl.java,1,1,1,1,12,0,12,0,1,0,0,25,25,25,1,25,0,0,0,25,510,34,459,266,166,17,223,273,177,96,2,2,2,1,1,0.04,49,49,49,25,19,8,0,0,7
ApplicationClientProtocolPBServiceImpl.java,2,2,2,2,13,0,13,0,1,0,0,24,24,24,1,24,0,0,0,24,510,30,463,276,185,17,240,288,195,93,3,3,3,3,1,0.04,70,70,70,70,21,8,0,0,7
ApplicationConstants.java,1,1,1,1,4,0,2,2,2,0,10,7,5,7,22,7,0,1,0,6,273,39,73,57,18,161,24,31,24,7,2,2,2,1,1,2.21,8,8,8,7,0,1,1,2,29
ApplicationContainerFinishedEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,36,5,14,7,4,17,6,9,6,3,1,1,1,1,0,1.21,2,2,2,2,0,1,0,0,3
ApplicationContainerInitEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,1,0,0,1,47,4,15,8,4,28,8,11,8,3,1,1,1,1,0,1.87,2,2,2,2,0,1,0,0,4
ApplicationCreatedEvent.java,1,1,1,1,4,0,4,0,1,0,0,8,8,8,6,8,0,0,0,8,78,13,48,25,14,17,22,31,17,14,1,1,1,1,0,0.35,8,8,8,8,0,1,0,0,1
ApplicationEvent.java,1,1,1,1,4,0,4,0,1,0,0,2,2,2,1,2,0,0,0,2,38,7,14,8,3,17,7,10,7,3,1,1,1,1,0,1.21,2,2,2,2,0,1,0,0,4
ApplicationEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,9,2,0,0,0,2,39,6,12,11,0,22,1,2,2,0,1,1,1,1,0,1.83,2,2,2,2,0,1,0,0,8
ApplicationFinishData.java,1,1,1,1,13,0,13,0,1,1,0,1,11,10,0,11,0,0,0,11,94,15,58,50,7,21,24,26,20,6,1,1,1,1,0,0.36,1,1,1,1,0,2,0,0,1
ApplicationFinishDataPBImpl.java,1,1,1,1,5,0,5,0,1,0,0,25,25,25,4,25,0,9,0,16,226,32,177,68,79,17,75,115,48,67,4,4,4,3,1,0.1,45,45,47,29,0,2,0,0,1
ApplicationFinishedEvent.java,1,1,1,1,4,0,4,0,1,0,0,8,8,8,6,8,0,0,0,8,82,12,53,30,14,17,27,35,21,14,1,1,1,1,0,0.32,8,8,8,8,9,2,0,0,2
ApplicationFinishEvent.java,1,1,1,1,8,0,3,4,1,0,0,2,2,2,1,2,0,0,0,2,46,5,12,6,3,29,6,9,6,3,1,1,1,1,0,2.42,2,2,2,2,0,1,0,0,2
ApplicationHistoryClientService.java,1,1,1,1,9,0,8,0,1,0,1,14,14,14,3,14,0,1,2,11,228,24,185,105,75,19,86,106,73,33,2,2,2,1,1,0.1,19,19,19,14,184,9,0,0,9
ApplicationHistoryData.java,1,1,1,1,3,0,3,0,1,1,0,23,23,22,11,23,0,0,0,23,213,38,154,96,35,21,52,76,42,34,1,1,1,1,0,0.14,23,23,23,23,0,3,0,0,1
ApplicationHistoryManager.java,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,7,7,0,0,0,142,11,45,44,0,86,20,21,21,0,0,0,0,0,0,1.91,0,0,0,0,126,3,0,0,3
ApplicationHistoryManagerImpl.java,1,1,1,1,9,0,9,0,1,0,2,17,17,17,2,17,0,4,4,9,243,24,201,100,97,18,78,107,66,41,4,4,4,1,3,0.09,27,27,27,17,2,8,0,3,8
ApplicationHistoryManagerOnTimelineStore.java,4,4,4,2,27,0,27,0,3,3,1,18,16,15,7,18,0,6,1,11,603,25,557,187,368,23,195,286,139,147,19,19,19,8,4,0.04,83,83,85,36,42,9,0,10,9
ApplicationHistoryProtocol.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,3,7,6,0,23,3,4,4,0,0,0,0,0,0,3.29,0,0,0,0,303,5,0,0,5
ApplicationHistoryProtocolPB.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,3,13,12,0,17,5,6,6,0,0,0,0,0,0,1.31,0,0,0,0,0,2,0,0,2
ApplicationHistoryProtocolPBClientImpl.java,1,1,1,1,11,0,11,0,1,0,0,11,11,11,1,11,0,0,0,11,230,18,195,112,70,17,98,120,80,40,2,2,2,1,1,0.09,21,21,21,11,0,2,0,0,2
ApplicationHistoryProtocolPBServiceImpl.java,2,2,2,2,13,0,13,0,1,0,0,10,10,10,1,10,0,0,0,10,230,15,198,123,73,17,100,120,83,37,3,3,3,3,1,0.09,28,28,28,28,0,2,0,0,2
ApplicationHistoryReader.java,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,7,7,0,0,0,117,11,27,26,0,79,18,19,19,0,0,0,0,0,0,2.93,0,0,0,0,0,5,0,0,1
ApplicationHistoryServer.java,1,1,1,1,10,0,9,1,1,3,2,18,18,15,7,18,3,9,3,3,300,32,228,93,120,40,117,148,76,72,9,9,10,3,2,0.18,30,30,33,20,7,2,1,4,26
ApplicationHistoryStore.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,3,9,8,0,25,4,5,5,0,0,0,0,0,0,2.78,0,0,0,0,0,2,0,0,2
ApplicationHistoryStoreTestUtils.java,1,1,1,1,5,0,5,0,1,0,0,6,6,6,1,6,0,0,6,0,85,12,56,33,16,17,25,32,26,6,1,1,1,1,0,0.3,6,6,6,6,0,7,0,1,7
ApplicationHistoryWriter.java,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,6,6,0,0,0,112,11,24,23,0,77,16,17,17,0,0,0,0,0,0,3.21,0,0,0,0,0,4,0,0,1
ApplicationId.java,2,2,2,1,8,0,8,0,2,1,2,6,11,10,0,11,0,0,3,8,139,16,85,45,39,38,39,52,27,25,6,6,6,6,1,0.45,14,14,14,11,0,1,1,0,11
ApplicationIdNotProvidedException.java,1,1,1,1,3,0,3,0,1,0,1,3,3,3,0,3,0,0,0,3,47,7,19,12,4,21,9,13,10,3,1,1,1,1,0,1.11,3,3,3,3,0,1,0,0,1
ApplicationIdPBImpl.java,1,1,1,1,3,0,3,0,1,0,0,8,8,8,2,8,0,0,3,5,75,12,46,24,15,17,21,30,17,13,1,1,1,1,0,0.37,8,8,8,8,0,1,1,0,6
ApplicationImpl.java,1,1,1,1,10,0,9,0,11,0,3,19,19,19,12,19,1,0,0,18,486,52,367,139,200,67,123,168,95,73,4,3,4,1,2,0.18,30,28,30,19,2,1,0,6,29
ApplicationInitedEvent.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,28,4,7,4,1,17,3,5,4,1,1,1,1,1,0,2.43,1,1,1,1,0,1,0,0,3
ApplicationInitEvent.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,2,4,0,0,0,4,52,9,26,15,6,17,13,18,12,6,1,1,1,1,0,0.65,4,4,4,4,0,1,0,0,7
ApplicationInitializationContext.java,1,1,1,1,8,0,3,4,1,0,0,4,4,4,3,4,0,0,0,4,81,9,34,23,6,38,19,24,18,6,1,1,1,1,0,1.12,4,4,4,4,0,2,0,0,1
ApplicationLocalizationEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,36,7,12,6,3,17,6,9,6,3,1,1,1,1,0,1.42,2,2,2,2,0,1,0,0,3
ApplicationMaster.java,2,2,3,1,20,1,16,3,10,4,6,39,35,35,40,39,1,9,1,28,1150,127,785,273,497,238,405,520,227,293,26,26,29,5,3,0.3,115,115,120,46,51,1,9,18,68
ApplicationMasterLauncher.java,1,1,1,1,7,0,7,0,2,0,1,9,9,9,4,9,0,2,3,4,125,17,91,43,43,17,45,60,33,27,3,3,3,3,2,0.19,14,13,14,11,1,1,0,0,14
ApplicationMasterNotRegisteredException.java,1,1,1,1,2,0,2,0,1,0,1,3,3,3,0,3,0,0,0,3,47,8,13,10,4,26,8,12,9,3,1,1,1,1,0,2,3,3,3,3,0,1,0,0,1
ApplicationMasterProtocol.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,3,172,7,40,39,0,125,22,23,23,0,0,0,0,0,0,3.13,0,0,0,0,0,5,1,0,4
ApplicationMasterProtocolPB.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,3,11,10,0,17,5,6,6,0,0,0,0,0,0,1.55,0,0,0,0,0,1,0,0,2
ApplicationMasterProtocolPBClientImpl.java,1,1,1,1,9,0,9,0,1,0,0,5,5,5,1,5,0,0,0,5,113,11,85,52,26,17,44,54,38,16,2,2,2,1,1,0.2,9,9,9,5,0,2,0,0,1
ApplicationMasterProtocolPBServiceImpl.java,2,2,2,2,10,0,10,0,1,0,0,4,4,4,1,4,0,0,0,4,98,10,71,44,25,17,40,48,35,13,3,3,3,3,1,0.24,10,10,10,10,0,2,0,0,1
ApplicationMasterService.java,3,3,4,1,30,2,25,2,2,0,1,19,19,19,8,19,0,4,2,13,720,75,585,232,359,60,288,367,185,182,22,22,28,3,4,0.1,68,68,78,21,23,1,6,8,81
ApplicationMetricsConstants.java,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,76,20,39,38,16,17,19,20,20,0,0,0,0,0,0,0.44,0,0,0,0,6,3,0,4,3
ApplicationNotFoundException.java,1,1,1,1,3,0,3,0,1,0,1,3,3,3,0,3,0,0,0,3,50,7,20,13,4,23,9,13,10,3,1,1,1,1,0,1.15,3,3,3,3,0,2,0,0,2
ApplicationPage.java,1,1,1,1,7,0,7,0,2,0,0,5,5,5,3,5,0,1,3,1,98,13,68,40,25,17,39,48,35,13,2,2,2,1,1,0.25,6,6,6,5,0,1,0,1,7
ApplicationReport.java,1,1,1,1,29,0,29,0,1,1,0,1,41,40,0,41,0,0,0,41,365,47,163,141,21,155,69,71,51,20,1,1,1,1,0,0.95,1,1,1,1,47,1,2,3,22
ApplicationReportPBImpl.java,2,2,2,1,6,0,6,0,1,0,0,62,62,62,8,62,0,16,0,46,551,70,464,158,229,17,199,307,112,195,6,6,11,3,1,0.04,128,128,135,72,0,1,3,2,24
ApplicationResourceUsageReport.java,1,1,1,1,15,0,15,0,1,1,0,1,15,14,0,15,0,0,0,15,155,18,69,59,9,68,29,31,23,8,1,1,1,1,0,0.99,1,1,1,1,0,2,0,1,7
ApplicationResourceUsageReportPBImpl.java,1,1,2,1,5,0,5,0,1,0,0,25,25,25,6,25,0,5,0,20,234,30,187,71,89,17,78,120,48,72,4,4,7,3,1,0.09,49,49,53,33,0,1,0,1,7
ApplicationsRequestScope.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,3,2,0,0,0,2,38,5,10,9,0,23,3,4,4,0,1,1,1,1,0,2.3,2,2,2,2,0,1,0,0,1
ApplicationStartData.java,1,1,1,1,13,0,13,0,1,1,0,1,15,14,0,15,0,0,0,15,106,19,66,56,9,21,28,30,22,8,1,1,1,1,0,0.32,1,1,1,1,0,2,0,0,1
ApplicationStartDataPBImpl.java,1,1,2,1,5,0,5,0,1,0,0,25,25,25,4,25,0,5,0,20,229,31,181,64,87,17,77,119,45,74,4,4,4,3,1,0.09,49,49,51,29,0,3,0,0,1
ApplicationState.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,6,2,0,0,0,2,23,2,4,3,0,17,1,2,2,0,1,1,1,1,0,4.25,2,2,2,2,0,1,0,0,6
ApplicationStateData.java,1,1,1,1,6,0,6,0,1,2,0,4,19,17,1,19,0,0,0,19,147,22,76,60,13,49,41,46,35,11,1,1,1,1,0,0.64,4,4,4,4,25,1,0,2,7
ApplicationStateDataPBImpl.java,1,1,1,1,5,0,5,0,1,2,1,25,25,23,4,25,0,3,0,22,225,30,178,68,84,17,75,115,47,68,4,4,4,3,1,0.1,47,47,48,29,0,1,0,2,9
ApplicationStatisticsInfo.java,1,1,1,1,2,0,2,0,1,0,0,3,3,3,1,3,0,0,0,3,44,8,19,13,3,18,8,12,10,2,1,1,1,1,0,0.95,3,3,3,3,0,1,0,0,1
ApplicationSubmissionContext.java,1,1,1,1,15,0,15,0,1,7,0,7,41,34,0,41,0,0,0,41,538,45,237,181,53,256,90,98,60,38,1,1,1,1,0,1.08,7,7,7,7,51,1,2,2,29
ApplicationSubmissionContextInfo.java,1,1,1,1,3,0,3,0,1,0,0,29,29,29,14,29,0,0,0,29,209,47,140,70,40,22,63,93,53,40,1,1,1,1,0,0.16,29,29,29,29,0,2,0,1,2
ApplicationSubmissionContextPBImpl.java,2,2,2,1,6,0,6,0,1,0,0,59,59,59,11,59,0,19,0,40,551,65,467,163,229,23,199,309,116,193,9,9,11,3,2,0.05,125,125,129,75,3,1,1,3,24
ApplicationTerminationContext.java,1,1,1,1,5,0,3,2,1,0,0,2,2,2,1,2,0,0,0,2,52,6,19,14,2,27,9,12,10,2,1,1,1,1,0,1.42,2,2,2,2,0,1,0,0,1
AppLogAggregator.java,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,31,6,8,7,0,17,5,6,6,0,0,0,0,0,0,2.13,0,0,0,0,0,1,0,2,5
AppLogAggregatorImpl.java,3,3,4,1,23,1,21,1,7,0,7,19,19,19,27,19,0,5,0,14,583,47,476,162,287,60,216,288,132,156,18,18,18,9,4,0.13,69,69,76,35,41,1,1,12,24
AppPage.java,1,1,1,1,9,1,7.5,0,1,0,0,2.5,2.5,2.5,0,2.5,0,0,2.5,0,59,10,32,15.5,14.5,17,18.5,22,13.5,8.5,2,2,2,1,0,0.54,3.5,3.5,3.5,2.5,21,3,0,1,10
AppQueue.java,1,1,1,1,2,0,2,0,1,0,0,4,4,4,1,4,0,0,0,4,46,9,20,12,3,17,8,13,10,3,1,1,1,1,0,0.85,4,4,4,4,46,1,0,0,1
